study ID,flare times,GOES class,hpc x,hpc y,EIS xcen,EIS ycen,EIS fovx,EIS fovy,target,stud_acr,filename,EIS xmin,EIS xmax,EIS ymin,EIS ymax
569,2019-01-06 10:45:38,C1.6,949.2164493579348,171.619260751914,909.2169799804688,153.06199645996094,260.5820007324219,512.0,Active Region,HPW021VEL260x512v2,eis_20190106_104538.data.h5,778.9259796142578,1039.5079803466797,-102.93800354003906,409.06199645996094
373,2019-03-09 12:20:27,B6.1,334.0546548311659,260.8615812065861,321.802001953125,258.22198486328125,257.5870056152344,256.0,Active Region,VHH_SlowAR_2h20_DPCM,eis_20190309_122027.data.h5,193.0084991455078,450.5955047607422,130.22198486328125,386.22198486328125
544,2019-03-22 12:00:13,B3.5,756.610631046164,220.0482954817248,752.1849975585938,201.13999938964844,491.2130126953125,512.0,Quiet Sun,DHB_007,eis_20190322_120013.data.h5,506.5784912109375,997.79150390625,-54.86000061035156,457.13999938964844
569,2019-04-10 05:36:43,B2.0,-780.9478828243446,225.12540206329024,-756.7160034179688,157.9709930419922,260.5820007324219,512.0,Active Region,HPW021VEL260x512v2,eis_20190410_053643.data.h5,-887.0070037841797,-626.4250030517578,-98.02900695800781,413.9709930419922
354,2019-04-12 11:26:26,B1.7,-351.7851170504,245.71158129318164,-242.927001953125,179.06399536132812,479.2319946289063,488.0,Active Region,PRY_slot_contextLITE,eis_20190412_112626.data.h5,-482.5429992675781,-3.3110046386718466,-64.93600463867188,423.0639953613281
569,2019-04-19 16:14:00,B1.3,954.67104742462,71.31995013720301,919.3170166015624,20.579200744628903,260.5820007324219,512.0,Active Region,HPW021VEL260x512v2,eis_20190419_161400.data.h5,789.0260162353514,1049.6080169677734,-235.4207992553711,276.5792007446289
569,2019-05-07 10:12:34,C1.2,-563.5663143577985,215.63892483649863,-563.927978515625,165.34800720214844,260.5820007324219,512.0,Active Region,HPW021VEL260x512v2,eis_20190507_101234.data.h5,-694.2189788818359,-433.63697814941406,-90.65199279785156,421.34800720214844
569,2019-05-10 18:47:32,B2.2,181.2013698148516,256.8800959808783,121.5469970703125,127.65699768066406,260.5820007324219,512.0,Active Region,HPW021VEL260x512v2,eis_20190510_184732.data.h5,-8.744003295898438,251.83799743652344,-128.34300231933594,383.65699768066406
