study ID,flare times,GOES class,hpc x,hpc y,EIS xcen,EIS ycen,EIS fovx,EIS fovy,target,stud_acr,filename,EIS xmin,EIS xmax,EIS ymin,EIS ymax
569,2022-03-23 14:00:40,C3.0,-782.2353748094756,-234.4920286358422,-829.2059936523438,-291.3930053710937,260.5820007324219,512.0,Active Region,HPW021VEL260x512v2,eis_20220323_140040.data.h5,-959.4969940185547,-698.9149932861328,-547.3930053710938,-35.39300537109369
569,2022-03-25 05:45:20,M1.4,-561.5087259011343,-221.35714703551804,-585.0260009765625,-262.4989929199219,260.5820007324219,512.0,Active Region,HPW021VEL260x512v2,eis_20220325_054520.data.h5,-715.3170013427734,-454.73500061035156,-518.4989929199219,-6.498992919921875
569,2022-03-25 18:50:19,B8.0,-716.5062959098723,276.05311247089105,-597.2319946289062,256.45098876953125,260.5820007324219,512.0,Active Region,HPW021VEL260x512v2,eis_20220325_185019.data.h5,-727.5229949951172,-466.9409942626953,0.45098876953125,512.4509887695312
569,2022-04-02 11:53:14,M3.9,875.0286157566569,241.3797357733458,756.7680053710938,282.3399963378906,260.5820007324219,512.0,Active Region,HPW021VEL260x512v2,eis_20220402_115314.data.h5,626.4770050048828,887.0590057373047,26.339996337890625,538.3399963378906
569,2022-04-03 12:02:40,C6.4,883.6354908983236,313.96322532039386,853.9450073242188,259.7059936523437,260.5820007324219,512.0,Active Region,HPW021VEL260x512v2,eis_20220403_120240.data.h5,723.6540069580078,984.2360076904297,3.705993652343693,515.7059936523438
475,2022-04-03 13:09:33,C6.4,883.6354908983236,313.96322532039386,758.7960205078125,238.6219940185547,266.0,304.0,Flare,Flare266_Hunter01,eis_20220403_130933.data.h5,625.7960205078125,891.7960205078125,86.62199401855469,390.6219940185547
494,2022-04-11 05:49:41,C1.6,-98.4312853065785,-147.69186861297047,-132.56500244140625,-0.4999879896640777,266.0,512.0,Quiet Sun,XRT_synop_AIA,eis_20220411_054941.data.h5,-265.56500244140625,0.43499755859375,-256.4999879896641,255.50001201033592
569,2022-04-19 23:15:20,C3.0,-625.1790732608642,297.96394217440474,-617.281005859375,297.0920104980469,260.5820007324219,512.0,Active Region,HPW021VEL260x512v2,eis_20220419_231520.data.h5,-747.5720062255859,-486.99000549316406,41.092010498046875,553.0920104980469
404,2022-04-21 12:50:13,C5.4,-318.9837957895361,321.2502877945749,-304.6210021972656,345.4549865722656,119.80799865722656,160.0,Quiet Sun,Atlas_60,eis_20220421_125013.data.h5,-364.5250015258789,-244.71700286865234,265.4549865722656,425.4549865722656
569,2022-04-22 15:05:12,C2.0,11.265702515657452,436.85956821465663,-105.63500213623048,333.15899658203125,260.5820007324219,512.0,Active Region,HPW021VEL260x512v2,eis_20220422_150512.data.h5,-235.9260025024414,24.655998229980455,77.15899658203125,589.1589965820312
569,2022-04-23 02:30:11,C1.1,108.57309240999923,447.32211906275126,24.727100372314453,347.6960144042969,260.5820007324219,512.0,Active Region,HPW021VEL260x512v2,eis_20220423_023011.data.h5,-105.56389999389648,155.0181007385254,91.69601440429688,603.6960144042969
404,2022-04-28 23:41:08,C1.2,908.0039008368018,230.5282144063528,868.9190063476562,268.8340148925781,119.80799865722656,160.0,Quiet Sun,Atlas_60,eis_20220428_234108.data.h5,809.015007019043,928.8230056762695,188.83401489257812,348.8340148925781
446,2022-05-06 21:54:20,C1.2,-633.3624812085181,-467.6054872679375,-746.0150146484375,-484.24700927734375,266.0,400.0,Active Region,FLARE266_TEST1,eis_20220506_215420.data.h5,-879.0150146484375,-613.0150146484375,-684.2470092773438,-284.24700927734375
461,2022-05-13 10:10:36,C4.2,-200.82137677515857,-315.0427528860764,-224.6629943847656,-358.50299072265625,179.71200561523438,152.0,Flare,HH_Flare+AR_180x152,eis_20220513_101036.data.h5,-314.5189971923828,-134.8069915771484,-434.50299072265625,-282.50299072265625
475,2022-05-14 23:23:04,M2.2,-930.6037849541754,223.66415628434817,-1025.4000244140625,271.375,266.0,304.0,Flare,Flare266_Hunter01,eis_20220514_232304.data.h5,-1158.4000244140625,-892.4000244140625,119.375,423.375
475,2022-05-15 12:22:33,C1.9,-929.7784783870449,230.89702273042545,-942.4320068359376,152.5679931640625,266.0,304.0,Flare,Flare266_Hunter01,eis_20220515_122233.data.h5,-1075.4320068359375,-809.4320068359376,0.5679931640625,304.5679931640625
461,2022-05-19 09:55:31,M1.5,-234.99833816289905,379.22134010831945,-244.0070037841797,320.510009765625,179.71200561523438,152.0,Flare,HH_Flare+AR_180x152,eis_20220519_095531.data.h5,-333.8630065917969,-154.1510009765625,244.510009765625,396.510009765625
461,2022-05-20 07:47:25,M3.0,-13.005287733394653,358.15753824078945,-63.49739837646485,319.9700012207031,179.71200561523438,152.0,Flare,HH_Flare+AR_180x152,eis_20220520_074725.data.h5,-153.35340118408203,26.358604431152337,243.97000122070312,395.9700012207031
475,2022-05-22 15:34:11,C2.4,378.11375987668737,392.71099982628334,267.0610046386719,347.9360046386719,266.0,304.0,Flare,Flare266_Hunter01,eis_20220522_153411.data.h5,134.06100463867188,400.0610046386719,195.93600463867188,499.9360046386719
404,2022-05-26 12:24:42,C1.6,844.0220054400098,203.0781707547816,806.9000244140625,179.43800354003906,119.80799865722656,160.0,Quiet Sun,Atlas_60,eis_20220526_122442.data.h5,746.9960250854492,866.8040237426758,99.43800354003906,259.43800354003906
601,2022-06-10 21:10:14,B8.6,876.975283356456,-362.71926660630805,653.5490112304688,-513.9459838867188,497.2030029296875,512.0,Active Region,DHB_007_v3,eis_20220610_211014.data.h5,404.947509765625,902.1505126953125,-769.9459838867188,-257.94598388671875
585,2022-06-12 07:48:24,C1.8,-772.2639206545427,268.36654497301095,-823.1710205078125,266.4179992675781,266.0,256.0,Active Region,HPW024_266fullccd25s,eis_20220612_074824.data.h5,-956.1710205078125,-690.1710205078125,138.41799926757812,394.4179992675781
569,2022-06-22 23:22:00,C3.5,514.8271518019428,233.9451632324816,461.8450012207031,116.62999725341795,260.5820007324219,512.0,Active Region,HPW021VEL260x512v2,eis_20220622_232200.data.h5,331.5540008544922,592.1360015869141,-139.37000274658203,372.62999725341797
569,2022-06-23 23:55:12,B9.1,686.2075327991898,273.1323223278146,633.6610107421875,119.7969970703125,260.5820007324219,512.0,Active Region,HPW021VEL260x512v2,eis_20220623_235512.data.h5,503.37001037597656,763.9520111083984,-136.2030029296875,375.7969970703125
569,2022-06-24 08:06:09,C1.5,758.7513646010281,238.8736519720821,683.02197265625,121.18800354003906,260.5820007324219,512.0,Active Region,HPW021VEL260x512v2,eis_20220624_080609.data.h5,552.7309722900391,813.3129730224609,-134.81199645996094,377.18800354003906
569,2022-06-28 18:51:44,B6.5,309.4649089464902,-230.56155093874847,309.6159973144531,-337.3659973144531,260.5820007324219,512.0,Active Region,HPW021VEL260x512v2,eis_20220628_185144.data.h5,179.3249969482422,439.90699768066406,-593.3659973144531,-81.36599731445312
404,2022-07-24 14:21:13,B4.9,784.4464205134337,125.49206735205968,741.7930297851562,134.9149932861328,119.80799865722656,160.0,Quiet Sun,Atlas_60,eis_20220724_142113.data.h5,681.889030456543,801.6970291137695,54.91499328613281,214.9149932861328
