EIS flare times,EIS filename,Start Time,Peak Time,End Time,Class,hpc x,hpc y,study_durations
2019-01-29 06:45:36,eis_l0_20190129_064536.fits.gz,2019-01-29 07:20:00.000,2019-01-29 07:36:00.000,2019-01-29 07:42:00.000,B8.4,0.0,98.671458,16631.026
2019-01-25 14:31:02,eis_l0_20190125_143102.fits.gz,2019-01-25 16:03:00.000,2019-01-25 16:11:00.000,2019-01-25 16:22:00.000,B2.3,0.0,93.726012,7795.793
2019-01-12 16:35:50,eis_l0_20190112_163550.fits.gz,2019-01-12 19:05:00.000,2019-01-12 19:06:00.000,2019-01-12 19:07:00.000,A1.1,0.0,73.124316,17134.052
2019-01-12 18:49:56,eis_l0_20190112_184956.fits.gz,2019-01-12 19:05:00.000,2019-01-12 19:06:00.000,2019-01-12 19:07:00.000,A1.1,0.0,73.124316,8567.026
2019-01-12 18:06:15,eis_l0_20190112_180615.fits.gz,2019-01-12 19:05:00.000,2019-01-12 19:06:00.000,2019-01-12 19:07:00.000,A1.1,0.0,73.124316,17134.052
2019-01-12 15:00:14,eis_l0_20190112_150014.fits.gz,2019-01-12 19:05:00.000,2019-01-12 19:06:00.000,2019-01-12 19:07:00.000,A1.1,0.0,73.124316,17134.052
2019-01-06 04:24:07,eis_l0_20190106_042407.fits.gz,2019-01-06 04:23:00.000,2019-01-06 04:52:00.000,2019-01-06 05:14:00.000,B2.1,0.0,60.927696,316.965
2019-01-06 07:32:06,eis_l0_20190106_073206.fits.gz,2019-01-06 08:35:00.000,2019-01-06 08:40:00.000,2019-01-06 08:48:00.000,B1.4,0.0,61.262376,3824.95
2019-01-06 10:45:38,eis_l0_20190106_104538.fits.gz,2019-01-06 10:31:00.000,2019-01-06 10:51:00.000,2019-01-06 11:00:00.000,C1.6,0.0,61.416234,3824.95
2019-01-25 15:50:19,eis_l0_20190125_155019.fits.gz,2019-01-25 16:03:00.000,2019-01-25 16:11:00.000,2019-01-25 16:22:00.000,B2.3,0.0,93.726012,1500.0
2019-01-28 18:09:03,eis_l0_20190128_180903.fits.gz,2019-01-28 17:32:00.000,2019-01-28 17:37:00.000,2019-01-28 19:16:00.000,B1.2,0.0,97.917276,12.465
2019-01-30 06:08:35,eis_l0_20190130_060835.fits.gz,2019-01-30 05:56:00.000,2019-01-30 06:11:00.000,2019-01-30 06:19:00.000,C5.2,0.0,99.883656,12.465
2019-01-30 10:15:20,eis_l0_20190130_101520.fits.gz,2019-01-30 10:31:00.000,2019-01-30 10:38:00.000,2019-01-30 10:43:00.000,B8.5,0.0,100.125996,3824.95
2019-01-30 22:11:13,eis_l0_20190130_221113.fits.gz,2019-01-30 22:28:00.000,2019-01-30 22:32:00.000,2019-01-30 22:35:00.000,B2.5,0.0,100.75227,3824.95
2019-03-09 12:20:27,eis_l0_20190309_122027.fits.gz,2019-03-09 12:17:00.000,2019-03-09 12:26:00.000,2019-03-09 12:36:00.000,B6.1,309.991668,297.101298,7740.0
2019-03-20 00:05:04,eis_l0_20190320_000504.fits.gz,2019-03-20 00:17:00.000,2019-03-20 00:20:00.000,2019-03-20 00:22:00.000,B1.1,0.0,118.95432,3824.95
2019-03-20 11:09:48,eis_l0_20190320_110948.fits.gz,2019-03-20 10:35:00.000,2019-03-20 11:18:00.000,2019-03-20 11:34:00.000,C4.8,0.0,118.731108,3897.897
2019-03-20 13:10:40,eis_l0_20190320_131040.fits.gz,2019-03-20 13:06:00.000,2019-03-20 13:09:00.000,2019-03-20 13:14:00.000,B1.0,0.0,118.675572,3824.95
2019-03-21 10:55:20,eis_l0_20190321_105520.fits.gz,2019-03-21 11:17:00.000,2019-03-21 11:21:00.000,2019-03-21 11:31:00.000,B1.1,0.0,118.169274,3824.95
2019-03-22 12:00:13,eis_l0_20190322_120013.fits.gz,2019-03-22 11:54:00.000,2019-03-22 11:58:00.000,2019-03-22 12:04:00.000,B3.5,0.0,117.57228,3690.0
2019-03-23 11:16:41,eis_l0_20190323_111641.fits.gz,2019-03-23 12:10:00.000,2019-03-23 12:16:00.000,2019-03-23 12:22:00.000,B3.1,0.0,116.947836,3897.897
2019-03-23 12:30:14,eis_l0_20190323_123014.fits.gz,2019-03-23 12:41:00.000,2019-03-23 12:49:00.000,2019-03-23 13:01:00.000,B5.7,0.0,116.934156,3824.95
2019-03-23 18:33:35,eis_l0_20190323_183335.fits.gz,2019-03-23 18:49:00.000,2019-03-23 18:53:00.000,2019-03-23 18:55:00.000,B4.5,0.0,116.77053,3690.0
2019-03-23 20:00:40,eis_l0_20190323_200040.fits.gz,2019-03-23 20:48:00.000,2019-03-23 20:51:00.000,2019-03-23 20:54:00.000,B2.1,0.0,116.717136,3690.0
