EIS flare times,EIS filename,Start Time,Peak Time,End Time,Class,hpc x,hpc y,study_durations
2013-01-09 10:09:33,eis_l0_20130109_100933.fits.gz,2013-01-09 09:29:00.000,2013-01-09 09:56:00.000,2013-01-09 10:31:00.000,C2.5,0.0,67.9542,7795.793
2013-01-10 11:02:34,eis_l0_20130110_110234.fits.gz,2013-01-10 12:15:00.000,2013-01-10 12:29:00.000,2013-01-10 12:45:00.000,C1.5,0.0,69.987,17428.782
2013-01-11 04:08:20,eis_l0_20130111_040820.fits.gz,2013-01-11 03:51:00.000,2013-01-11 04:02:00.000,2013-01-11 04:16:00.000,C1.8,0.0,71.1588,270.0
2013-01-11 12:30:26,eis_l0_20130111_123026.fits.gz,2013-01-11 14:21:00.000,2013-01-11 14:24:00.000,2013-01-11 14:27:00.000,C1.5,0.0,71.9424,7795.793
2013-01-12 15:03:56,eis_l0_20130112_150356.fits.gz,2013-01-12 15:43:00.000,2013-01-12 15:54:00.000,2013-01-12 16:13:00.000,C2.0,-375.5358,252.9546,3591.984
2013-01-12 19:08:20,eis_l0_20130112_190820.fits.gz,2013-01-12 19:26:00.000,2013-01-12 19:33:00.000,2013-01-12 19:38:00.000,C3.9,-285.246,155.6754,2007.897
2013-01-13 17:19:47,eis_l0_20130113_171947.fits.gz,2013-01-13 17:15:00.000,2013-01-13 17:18:00.000,2013-01-13 17:23:00.000,C2.4,405.6792,381.954,270.0
2013-01-13 08:36:57,eis_l0_20130113_083657.fits.gz,2013-01-13 08:35:00.000,2013-01-13 08:38:00.000,2013-01-13 08:40:00.000,M1.7,0.0,75.0474,270.0
2013-01-13 10:50:27,eis_l0_20130113_105027.fits.gz,2013-01-13 11:36:00.000,2013-01-13 11:39:00.000,2013-01-13 11:42:00.000,C1.6,0.0,75.2664,12835.793
2013-01-14 07:36:27,eis_l0_20130114_073627.fits.gz,2013-01-14 07:39:00.000,2013-01-14 07:43:00.000,2013-01-14 07:47:00.000,B8.7,0.0,76.7118,270.0
2013-01-14 01:15:10,eis_l0_20130114_011510.fits.gz,2013-01-14 01:15:00.000,2013-01-14 01:22:00.000,2013-01-14 01:25:00.000,C6.5,489.0822,299.4078,270.0
2013-01-15 10:51:34,eis_l0_20130115_105134.fits.gz,2013-01-15 12:00:00.000,2013-01-15 12:10:00.000,2013-01-15 12:17:00.000,C1.2,0.0,78.7254,17428.782
2013-01-16 18:20:43,eis_l0_20130116_182043.fits.gz,2013-01-16 18:21:00.000,2013-01-16 19:23:00.000,2013-01-16 20:05:00.000,C2.2,0.0,80.841,3690.0
2013-01-16 19:57:43,eis_l0_20130116_195743.fits.gz,2013-01-16 18:21:00.000,2013-01-16 19:23:00.000,2013-01-16 20:05:00.000,C2.2,0.0,80.841,3690.0
2013-01-18 01:09:13,eis_l0_20130118_010913.fits.gz,2013-01-18 01:39:00.000,2013-01-18 01:45:00.000,2013-01-18 01:50:00.000,B9.2,0.0,82.9788,3690.0
2013-01-18 04:23:13,eis_l0_20130118_042313.fits.gz,2013-01-18 04:40:00.000,2013-01-18 04:45:00.000,2013-01-18 04:48:00.000,C1.7,0.0,83.1828,3690.0
2013-01-22 10:24:27,eis_l0_20130122_102427.fits.gz,2013-01-22 10:26:00.000,2013-01-22 10:33:00.000,2013-01-22 10:42:00.000,B7.7,375.2772,266.9976,639.825
2013-01-22 20:46:20,eis_l0_20130122_204620.fits.gz,2013-01-22 20:47:00.000,2013-01-22 21:20:00.000,2013-01-22 21:41:00.000,B5.8,0.0,90.4362,639.825
2013-01-22 22:28:20,eis_l0_20130122_222820.fits.gz,2013-01-23 00:31:00.000,2013-01-23 00:36:00.000,2013-01-23 00:41:00.000,B5.4,0.0,90.6666,7795.793
2013-01-30 10:03:33,eis_l0_20130130_100333.fits.gz,2013-01-30 09:58:00.000,2013-01-30 10:02:00.000,2013-01-30 10:07:00.000,B1.7,0.0,100.7694,7795.793
2013-01-31 06:12:19,eis_l0_20130131_061219.fits.gz,2013-01-31 06:09:00.000,2013-01-31 06:15:00.000,2013-01-31 06:18:00.000,B2.6,0.0,101.808,2925.0
2013-02-03 08:13:25,eis_l0_20130203_081325.fits.gz,2013-02-03 07:43:00.000,2013-02-03 08:18:00.000,2013-02-03 08:53:00.000,C1.5,-716.922,437.0754,162.0
2013-02-04 10:31:09,eis_l0_20130204_103109.fits.gz,2013-02-04 11:22:00.000,2013-02-04 11:26:00.000,2013-02-04 11:37:00.000,B3.4,0.0,106.6578,7795.793
2013-02-06 03:41:02,eis_l0_20130206_034102.fits.gz,2013-02-06 02:22:00.000,2013-02-06 03:16:00.000,2013-02-06 04:25:00.000,C1.3,0.0,108.3648,162.0
2013-02-08 09:10:37,eis_l0_20130208_091037.fits.gz,2013-02-08 08:41:00.000,2013-02-08 08:50:00.000,2013-02-08 09:22:00.000,B4.5,0.0,110.5878,162.0
2013-02-08 15:01:05,eis_l0_20130208_150105.fits.gz,2013-02-08 15:03:00.000,2013-02-08 15:08:00.000,2013-02-08 15:15:00.000,B4.7,-285.1518,415.2858,162.0
2013-02-09 21:40:35,eis_l0_20130209_214035.fits.gz,2013-02-09 23:48:00.000,2013-02-09 23:53:00.000,2013-02-10 00:03:00.000,B4.2,0.0,112.0758,16339.483
2013-02-11 15:51:55,eis_l0_20130211_155155.fits.gz,2013-02-11 16:04:00.000,2013-02-11 16:12:00.000,2013-02-11 16:19:00.000,B5.8,0.0,113.5086,3595.497
2013-02-12 17:56:03,eis_l0_20130212_175603.fits.gz,2013-02-12 17:47:00.000,2013-02-12 17:55:00.000,2013-02-12 18:01:00.000,C1.5,554.5374,401.34,12.465
2013-02-13 09:05:55,eis_l0_20130213_090555.fits.gz,2013-02-13 10:22:00.000,2013-02-13 10:46:00.000,2013-02-13 10:59:00.000,B4.6,0.0,114.903,7677.897
2013-02-19 11:12:14,eis_l0_20130219_111214.fits.gz,2013-02-19 10:09:00.000,2013-02-19 10:51:00.000,2013-02-19 11:26:00.000,C2.1,0.0,118.785,7795.793
2013-02-23 16:03:03,eis_l0_20130223_160303.fits.gz,2013-02-23 15:56:00.000,2013-02-23 16:09:00.000,2013-02-23 16:20:00.000,C4.7,0.0,120.7164,270.0
2013-02-25 08:11:49,eis_l0_20130225_081149.fits.gz,2013-02-25 05:15:00.000,2013-02-25 11:51:00.000,2013-02-25 15:40:00.000,B8.9,0.0,121.2534,3690.0
2013-02-25 09:47:10,eis_l0_20130225_094710.fits.gz,2013-02-25 05:15:00.000,2013-02-25 11:51:00.000,2013-02-25 15:40:00.000,B8.9,0.0,121.2534,3690.0
2013-02-25 10:57:42,eis_l0_20130225_105742.fits.gz,2013-02-25 05:15:00.000,2013-02-25 11:51:00.000,2013-02-25 15:40:00.000,B8.9,0.0,121.2534,3690.0
2013-02-25 12:12:14,eis_l0_20130225_121214.fits.gz,2013-02-25 05:15:00.000,2013-02-25 11:51:00.000,2013-02-25 15:40:00.000,B8.9,0.0,121.2534,3690.0
2013-02-25 13:27:14,eis_l0_20130225_132714.fits.gz,2013-02-25 05:15:00.000,2013-02-25 11:51:00.000,2013-02-25 15:40:00.000,B8.9,0.0,121.2534,3690.0
2013-02-25 15:07:44,eis_l0_20130225_150744.fits.gz,2013-02-25 05:15:00.000,2013-02-25 11:51:00.000,2013-02-25 15:40:00.000,B8.9,0.0,121.2534,3690.0
2013-02-26 14:13:14,eis_l0_20130226_141314.fits.gz,2013-02-26 14:42:00.000,2013-02-26 14:54:00.000,2013-02-26 15:05:00.000,B6.8,0.0,121.656,3690.0
2013-02-26 17:30:44,eis_l0_20130226_173044.fits.gz,2013-02-26 18:22:00.000,2013-02-26 18:27:00.000,2013-02-26 18:33:00.000,B5.6,0.0,121.6956,3690.0
2013-02-20 17:57:35,eis_l0_20130220_175735.fits.gz,2013-02-20 17:51:00.000,2013-02-20 17:56:00.000,2013-02-20 18:00:00.000,B5.1,0.0,119.4594,12.465
2013-02-20 18:48:34,eis_l0_20130220_184834.fits.gz,2013-02-20 18:53:00.000,2013-02-20 18:57:00.000,2013-02-20 19:02:00.000,B8.1,756.564,286.9734,324.825
2013-02-20 18:58:33,eis_l0_20130220_185833.fits.gz,2013-02-20 18:53:00.000,2013-02-20 18:57:00.000,2013-02-20 19:02:00.000,B8.1,756.564,286.9734,324.825
2013-02-20 21:52:32,eis_l0_20130220_215232.fits.gz,2013-02-20 21:50:00.000,2013-02-20 21:58:00.000,2013-02-20 22:12:00.000,C1.7,0.0,119.5398,324.825
2013-02-20 22:02:32,eis_l0_20130220_220232.fits.gz,2013-02-20 21:50:00.000,2013-02-20 21:58:00.000,2013-02-20 22:12:00.000,C1.7,0.0,119.5398,324.825
2013-02-22 00:19:35,eis_l0_20130222_001935.fits.gz,2013-02-22 00:16:00.000,2013-02-22 00:28:00.000,2013-02-22 00:36:00.000,B5.6,0.0,120.045,141.734
2013-02-22 18:25:33,eis_l0_20130222_182533.fits.gz,2013-02-22 20:53:00.000,2013-02-22 20:59:00.000,2013-02-22 21:09:00.000,B9.0,0.0,120.4068,12347.513
2013-02-22 12:27:19,eis_l0_20130222_122719.fits.gz,2013-02-22 12:14:00.000,2013-02-22 12:22:00.000,2013-02-22 12:33:00.000,C1.0,0.0,120.2586,639.825
2013-02-28 10:46:20,eis_l0_20130228_104620.fits.gz,2013-02-28 11:05:00.000,2013-02-28 11:09:00.000,2013-02-28 11:12:00.000,B5.9,0.0,122.0754,3690.0
2013-02-28 15:39:21,eis_l0_20130228_153921.fits.gz,2013-02-28 15:53:00.000,2013-02-28 16:01:00.000,2013-02-28 16:10:00.000,B7.9,0.0,122.1132,3573.072
2013-03-01 06:07:54,eis_l0_20130301_060754.fits.gz,2013-03-01 06:05:00.000,2013-03-01 06:08:00.000,2013-03-01 06:12:00.000,B4.0,0.0,122.2152,12.465
2013-03-01 10:02:32,eis_l0_20130301_100232.fits.gz,2013-03-01 10:11:00.000,2013-03-01 10:14:00.000,2013-03-01 10:17:00.000,B6.8,510.4812,-234.4758,17428.782
2013-03-02 14:04:40,eis_l0_20130302_140440.fits.gz,2013-03-02 13:47:00.000,2013-03-02 14:05:00.000,2013-03-02 14:22:00.000,B8.9,0.0,122.3958,4251.587
2013-03-05 01:46:30,eis_l0_20130305_014630.fits.gz,2013-03-05 01:51:00.000,2013-03-05 01:54:00.000,2013-03-05 02:00:00.000,B5.2,0.0,122.5554,3739.483
2013-03-06 03:58:13,eis_l0_20130306_035813.fits.gz,2013-03-06 04:39:00.000,2013-03-06 04:44:00.000,2013-03-06 04:47:00.000,B6.5,0.0,122.55,3897.897
2013-03-06 10:21:56,eis_l0_20130306_102156.fits.gz,2013-03-06 10:24:00.000,2013-03-06 10:30:00.000,2013-03-06 10:34:00.000,B8.9,0.0,122.5428,17428.782
2013-03-07 09:42:28,eis_l0_20130307_094228.fits.gz,2013-03-07 11:15:00.000,2013-03-07 11:19:00.000,2013-03-07 11:23:00.000,B4.5,0.0,122.487,17428.782
2013-03-07 15:40:40,eis_l0_20130307_154040.fits.gz,2013-03-07 16:39:00.000,2013-03-07 16:44:00.000,2013-03-07 16:48:00.000,C1.5,0.0,122.4696,7795.793
2013-03-10 05:36:36,eis_l0_20130310_053636.fits.gz,2013-03-10 05:30:00.000,2013-03-10 05:38:00.000,2013-03-10 05:52:00.000,B4.9,0.0,122.1414,270.0
2013-03-10 09:38:19,eis_l0_20130310_093819.fits.gz,2013-03-10 11:22:00.000,2013-03-10 11:40:00.000,2013-03-10 12:00:00.000,B5.1,0.0,122.0976,17428.782
2013-03-11 10:12:19,eis_l0_20130311_101219.fits.gz,2013-03-11 10:32:00.000,2013-03-11 10:35:00.000,2013-03-11 10:37:00.000,B3.9,0.0,121.9008,3739.483
2013-03-12 13:39:53,eis_l0_20130312_133953.fits.gz,2013-03-12 14:10:00.000,2013-03-12 14:16:00.000,2013-03-12 14:24:00.000,C1.0,0.0,121.6218,7795.793
2013-03-15 06:27:02,eis_l0_20130315_062702.fits.gz,2013-03-15 05:46:00.000,2013-03-15 06:58:00.000,2013-03-15 08:35:00.000,M1.1,-197.6502,299.2944,12.465
2013-03-15 13:41:50,eis_l0_20130315_134150.fits.gz,2013-03-15 15:09:00.000,2013-03-15 15:17:00.000,2013-03-15 15:22:00.000,C1.0,328.692,229.5678,7795.793
2013-03-15 18:16:34,eis_l0_20130315_181634.fits.gz,2013-03-15 20:09:00.000,2013-03-15 20:16:00.000,2013-03-15 20:20:00.000,B9.2,0.0,120.573,7795.793
2013-03-15 21:25:51,eis_l0_20130315_212551.fits.gz,2013-03-15 21:40:00.000,2013-03-15 21:44:00.000,2013-03-15 21:48:00.000,B6.5,146.2986,363.6048,2007.897
2013-03-16 05:16:14,eis_l0_20130316_051614.fits.gz,2013-03-16 04:52:00.000,2013-03-16 05:39:00.000,2013-03-16 06:25:00.000,C2.8,0.0,120.432,1476.448
2013-03-16 06:01:22,eis_l0_20130316_060122.fits.gz,2013-03-16 04:52:00.000,2013-03-16 05:39:00.000,2013-03-16 06:25:00.000,C2.8,0.0,120.432,12.465
2013-03-17 14:02:26,eis_l0_20130317_140226.fits.gz,2013-03-17 14:40:00.000,2013-03-17 14:49:00.000,2013-03-17 14:56:00.000,C1.0,66.8652,252.0474,12347.513
2013-03-18 12:03:52,eis_l0_20130318_120352.fits.gz,2013-03-18 12:20:00.000,2013-03-18 12:27:00.000,2013-03-18 12:34:00.000,B8.1,0.0,119.4234,1992.269
2013-03-19 10:31:34,eis_l0_20130319_103134.fits.gz,2013-03-19 10:52:00.000,2013-03-19 11:02:00.000,2013-03-19 11:08:00.000,B6.2,0.0,118.959,17428.782
2013-03-20 06:16:19,eis_l0_20130320_061619.fits.gz,2013-03-20 06:09:00.000,2013-03-20 06:15:00.000,2013-03-20 06:20:00.000,C1.3,0.0,118.5372,12.465
2013-03-22 10:25:33,eis_l0_20130322_102533.fits.gz,2013-03-22 10:22:00.000,2013-03-22 10:27:00.000,2013-03-22 10:33:00.000,B9.4,0.0,117.2808,17428.782
2013-03-23 12:12:26,eis_l0_20130323_121226.fits.gz,2013-03-23 12:15:00.000,2013-03-23 12:22:00.000,2013-03-23 12:27:00.000,B6.8,0.0,116.5974,7972.821
2013-03-26 12:07:51,eis_l0_20130326_120751.fits.gz,2013-03-26 12:18:00.000,2013-03-26 13:06:00.000,2013-03-26 13:37:00.000,B2.7,0.0,114.4848,639.825
2013-03-26 12:34:50,eis_l0_20130326_123450.fits.gz,2013-03-26 12:18:00.000,2013-03-26 13:06:00.000,2013-03-26 13:37:00.000,B2.7,0.0,114.4848,639.825
2013-03-26 12:59:50,eis_l0_20130326_125950.fits.gz,2013-03-26 12:18:00.000,2013-03-26 13:06:00.000,2013-03-26 13:37:00.000,B2.7,0.0,114.4848,639.825
2013-03-26 13:24:50,eis_l0_20130326_132450.fits.gz,2013-03-26 12:18:00.000,2013-03-26 13:06:00.000,2013-03-26 13:37:00.000,B2.7,0.0,114.4848,639.825
2013-03-27 17:25:39,eis_l0_20130327_172539.fits.gz,2013-03-27 17:23:00.000,2013-03-27 17:30:00.000,2013-03-27 17:37:00.000,B2.0,0.0,113.5458,3870.0
2013-03-27 19:02:39,eis_l0_20130327_190239.fits.gz,2013-03-27 18:37:00.000,2013-03-27 18:47:00.000,2013-03-27 19:11:00.000,B2.6,0.0,113.505,3870.0
2013-03-27 23:43:39,eis_l0_20130327_234339.fits.gz,2013-03-28 00:34:00.000,2013-03-28 00:44:00.000,2013-03-28 00:52:00.000,B3.2,0.0,113.3064,3870.0
2013-03-28 02:50:39,eis_l0_20130328_025039.fits.gz,2013-03-28 03:03:00.000,2013-03-28 03:38:00.000,2013-03-28 04:24:00.000,B5.3,0.0,113.223,3870.0
2013-04-05 06:15:34,eis_l0_20130405_061534.fits.gz,2013-04-05 06:06:00.000,2013-04-05 06:50:00.000,2013-04-05 08:11:00.000,C2.1,0.0,105.5946,12.465
2013-04-06 05:55:33,eis_l0_20130406_055533.fits.gz,2013-04-06 05:55:00.000,2013-04-06 06:00:00.000,2013-04-06 06:04:00.000,C1.2,0.0,104.5236,1372.063
2013-04-06 10:10:41,eis_l0_20130406_101041.fits.gz,2013-04-06 11:15:00.000,2013-04-06 11:42:00.000,2013-04-06 11:54:00.000,C1.7,-572.826,431.886,7795.793
2013-04-07 15:23:01,eis_l0_20130407_152301.fits.gz,2013-04-07 15:55:00.000,2013-04-07 16:00:00.000,2013-04-07 16:04:00.000,C3.1,-396.0456,413.8092,3591.984
2013-04-08 14:35:08,eis_l0_20130408_143508.fits.gz,2013-04-08 14:39:00.000,2013-04-08 14:42:00.000,2013-04-08 14:45:00.000,B8.9,-200.5236,450.0876,316.965
2013-04-11 14:12:20,eis_l0_20130411_141220.fits.gz,2013-04-11 16:03:00.000,2013-04-11 16:11:00.000,2013-04-11 16:25:00.000,C1.0,0.0,98.1672,7795.793
2013-04-12 03:33:58,eis_l0_20130412_033358.fits.gz,2013-04-12 04:02:00.000,2013-04-12 04:14:00.000,2013-04-12 04:22:00.000,C2.2,0.0,97.5408,3591.984
2013-04-12 18:07:41,eis_l0_20130412_180741.fits.gz,2013-04-12 18:00:00.000,2013-04-12 18:15:00.000,2013-04-12 18:24:00.000,C1.1,0.0,96.8022,12.465
2013-04-13 09:22:42,eis_l0_20130413_092242.fits.gz,2013-04-13 09:21:00.000,2013-04-13 09:28:00.000,2013-04-13 09:34:00.000,C1.5,0.0,95.9796,7795.793
2013-04-13 22:01:59,eis_l0_20130413_220159.fits.gz,2013-04-13 21:58:00.000,2013-04-13 22:02:00.000,2013-04-13 22:07:00.000,B6.6,0.0,95.2956,270.0
2013-04-14 20:57:00,eis_l0_20130414_205700.fits.gz,2013-04-14 20:57:00.000,2013-04-14 21:01:00.000,2013-04-14 21:06:00.000,B7.0,0.0,94.0314,270.0
2013-04-15 09:14:34,eis_l0_20130415_091434.fits.gz,2013-04-15 09:19:00.000,2013-04-15 09:25:00.000,2013-04-15 09:29:00.000,C1.1,0.0,93.3408,270.0
2013-04-15 10:35:47,eis_l0_20130415_103547.fits.gz,2013-04-15 13:58:00.000,2013-04-15 14:03:00.000,2013-04-15 14:06:00.000,C1.2,-433.047,-184.2972,17428.782
2013-04-16 18:21:54,eis_l0_20130416_182154.fits.gz,2013-04-16 18:16:00.000,2013-04-16 18:24:00.000,2013-04-16 18:27:00.000,C1.6,829.764,223.8858,12.465
2013-04-16 18:29:27,eis_l0_20130416_182927.fits.gz,2013-04-16 19:35:00.000,2013-04-16 19:38:00.000,2013-04-16 19:41:00.000,B6.4,0.0,91.3932,7795.793
2013-04-17 03:00:19,eis_l0_20130417_030019.fits.gz,2013-04-17 02:57:00.000,2013-04-17 03:01:00.000,2013-04-17 03:11:00.000,B7.2,0.0,90.9678,270.0
2013-04-18 18:31:51,eis_l0_20130418_183151.fits.gz,2013-04-18 17:56:00.000,2013-04-18 18:23:00.000,2013-04-18 19:04:00.000,C6.5,0.0,88.6782,344.474
2013-04-19 21:39:47,eis_l0_20130419_213947.fits.gz,2013-04-19 22:15:00.000,2013-04-19 22:21:00.000,2013-04-19 22:26:00.000,C1.0,0.0,86.9754,3595.497
2013-04-19 23:11:01,eis_l0_20130419_231101.fits.gz,2013-04-19 23:09:00.000,2013-04-19 23:12:00.000,2013-04-19 23:14:00.000,B6.3,-49.08402,283.4166,3595.497
2013-04-20 00:42:14,eis_l0_20130420_004214.fits.gz,2013-04-20 01:03:00.000,2013-04-20 01:46:00.000,2013-04-20 02:08:00.000,B8.1,0.0,86.805,3595.497
2013-04-20 02:15:06,eis_l0_20130420_021506.fits.gz,2013-04-20 02:26:00.000,2013-04-20 02:31:00.000,2013-04-20 02:33:00.000,C1.4,-32.72994,283.284,3595.497
2013-04-21 05:10:09,eis_l0_20130421_051009.fits.gz,2013-04-21 05:04:00.000,2013-04-21 05:14:00.000,2013-04-21 05:18:00.000,C1.4,178.185,296.0994,270.0
2013-04-21 12:06:37,eis_l0_20130421_120637.fits.gz,2013-04-21 11:38:00.000,2013-04-21 12:03:00.000,2013-04-21 12:09:00.000,C1.0,224.9376,310.6092,344.474
2013-04-21 20:20:45,eis_l0_20130421_202045.fits.gz,2013-04-21 19:59:00.000,2013-04-21 20:15:00.000,2013-04-21 20:32:00.000,C2.7,722.46,-262.4844,270.0
2013-04-23 17:37:50,eis_l0_20130423_173750.fits.gz,2013-04-23 18:10:00.000,2013-04-23 18:33:00.000,2013-04-23 18:45:00.000,C3.0,0.0,81.2256,3322.362
2013-04-23 19:15:13,eis_l0_20130423_191513.fits.gz,2013-04-23 19:29:00.000,2013-04-23 19:34:00.000,2013-04-23 19:39:00.000,C1.8,630.186,303.9402,3322.362
2013-04-24 10:14:03,eis_l0_20130424_101403.fits.gz,2013-04-24 09:57:00.000,2013-04-24 10:07:00.000,2013-04-24 10:18:00.000,C1.6,806.682,205.9458,324.825
2013-04-24 11:22:33,eis_l0_20130424_112233.fits.gz,2013-04-24 11:16:00.000,2013-04-24 11:22:00.000,2013-04-24 11:33:00.000,C1.4,806.67,205.9014,324.825
2013-04-24 16:37:19,eis_l0_20130424_163719.fits.gz,2013-04-24 16:50:00.000,2013-04-24 16:58:00.000,2013-04-24 17:12:00.000,C2.5,0.0,79.758,3322.362
2013-04-25 10:30:34,eis_l0_20130425_103034.fits.gz,2013-04-25 10:43:00.000,2013-04-25 10:52:00.000,2013-04-25 11:10:00.000,C3.4,0.0,78.5862,3595.497
2013-04-25 16:26:02,eis_l0_20130425_162602.fits.gz,2013-04-25 16:12:00.000,2013-04-25 16:24:00.000,2013-04-25 16:33:00.000,C1.5,0.0,78.225,3595.497
2013-04-26 04:04:50,eis_l0_20130426_040450.fits.gz,2013-04-26 04:22:00.000,2013-04-26 04:27:00.000,2013-04-26 04:30:00.000,C2.5,0.0,77.4186,3595.497
2013-04-27 02:43:01,eis_l0_20130427_024301.fits.gz,2013-04-27 02:45:00.000,2013-04-27 02:52:00.000,2013-04-27 03:00:00.000,C5.2,0.0,75.9216,270.0
2013-04-27 15:05:04,eis_l0_20130427_150504.fits.gz,2013-04-27 15:08:00.000,2013-04-27 15:13:00.000,2013-04-27 15:37:00.000,C1.9,0.0,75.0858,7972.821
2013-04-27 09:53:17,eis_l0_20130427_095317.fits.gz,2013-04-27 12:06:00.000,2013-04-27 12:17:00.000,2013-04-27 12:33:00.000,C3.1,0.0,75.291,7972.821
2013-04-27 12:15:55,eis_l0_20130427_121555.fits.gz,2013-04-27 12:06:00.000,2013-04-27 12:17:00.000,2013-04-27 12:33:00.000,C3.1,0.0,75.291,7972.821
2013-04-28 15:54:43,eis_l0_20130428_155443.fits.gz,2013-04-28 15:52:00.000,2013-04-28 15:55:00.000,2013-04-28 15:58:00.000,C3.7,-456.4956,228.7182,3416.0
2013-04-28 17:31:13,eis_l0_20130428_173113.fits.gz,2013-04-28 18:00:00.000,2013-04-28 18:04:00.000,2013-04-28 18:06:00.000,C3.6,-442.0596,229.1994,3416.0
2013-04-28 20:45:43,eis_l0_20130428_204543.fits.gz,2013-04-28 20:59:00.000,2013-04-28 21:03:00.000,2013-04-28 21:07:00.000,C1.5,-323.0712,216.9456,3416.0
2013-04-28 06:07:30,eis_l0_20130428_060730.fits.gz,2013-04-28 06:07:00.000,2013-04-28 06:13:00.000,2013-04-28 06:17:00.000,C2.1,-605.01,221.277,12.465
2013-04-28 23:48:13,eis_l0_20130428_234813.fits.gz,2013-04-28 23:55:00.000,2013-04-29 00:05:00.000,2013-04-29 00:13:00.000,C1.7,0.0,72.8484,3416.0
2013-04-29 01:21:45,eis_l0_20130429_012145.fits.gz,2013-04-29 01:55:00.000,2013-04-29 02:01:00.000,2013-04-29 02:07:00.000,C1.2,0.0,72.7104,3416.0
2013-04-29 03:01:16,eis_l0_20130429_030116.fits.gz,2013-04-29 03:10:00.000,2013-04-29 03:17:00.000,2013-04-29 03:21:00.000,C3.0,-290.0898,249.7236,3416.0
2013-04-29 04:37:28,eis_l0_20130429_043728.fits.gz,2013-04-29 05:02:00.000,2013-04-29 05:18:00.000,2013-04-29 05:28:00.000,C3.3,-805.794,-245.7474,3416.0
2013-04-29 09:33:31,eis_l0_20130429_093331.fits.gz,2013-04-29 09:39:00.000,2013-04-29 09:46:00.000,2013-04-29 09:51:00.000,C1.5,0.0,72.177,3416.0
2013-04-29 19:44:42,eis_l0_20130429_194442.fits.gz,2013-04-29 20:22:00.000,2013-04-29 20:32:00.000,2013-04-29 20:44:00.000,C5.9,0.0,71.4342,3416.0
2013-04-29 21:22:12,eis_l0_20130429_212212.fits.gz,2013-04-29 21:55:00.000,2013-04-29 22:01:00.000,2013-04-29 22:03:00.000,C3.9,-211.8408,234.0138,3416.0
2013-04-30 03:17:40,eis_l0_20130430_031740.fits.gz,2013-04-30 03:14:00.000,2013-04-30 03:17:00.000,2013-04-30 03:19:00.000,C1.0,-211.8288,233.6538,3416.0
2013-04-30 08:12:33,eis_l0_20130430_081233.fits.gz,2013-04-30 08:39:00.000,2013-04-30 08:45:00.000,2013-04-30 08:55:00.000,C1.8,384.1932,-233.7702,3739.483
2013-04-30 17:55:37,eis_l0_20130430_175537.fits.gz,2013-04-30 17:45:00.000,2013-04-30 17:53:00.000,2013-04-30 18:02:00.000,C1.3,0.0,69.9408,12.465
2013-04-30 23:27:02,eis_l0_20130430_232702.fits.gz,2013-05-01 00:59:00.000,2013-05-01 01:04:00.000,2013-05-01 01:13:00.000,C1.4,-520.5798,-304.8594,7795.793
2013-05-01 18:05:06,eis_l0_20130501_180506.fits.gz,2013-05-01 15:47:00.000,2013-05-01 16:12:00.000,2013-05-01 21:33:00.000,C2.5,130.587,248.385,12.465
2013-05-02 23:08:20,eis_l0_20130502_230820.fits.gz,2013-05-02 23:03:00.000,2013-05-02 23:09:00.000,2013-05-02 23:15:00.000,C1.7,-513.2982,-209.9046,639.825
