Start Time,Peak Time,End Time,Class,hpc_x,hpc_y
2020-01-10 11:52:00.000,2020-01-10 11:59:00.000,2020-01-11 01:24:00.000,B1.1,856.3986797164463,407.8566383117097
2020-03-04 13:33:00.000,2020-03-04 13:34:00.000,2020-03-04 13:35:00.000,A8.1,-1243.928270132048,-818.0447649405744
2020-04-07 01:46:00.000,2020-04-07 01:59:00.000,2020-04-08 00:26:00.000,B4.5,352.2646217402682,541.7885602939272
2020-04-09 01:31:00.000,2020-04-09 09:32:00.000,2020-04-09 09:18:00.000,B1.6,717.1008984305133,514.4546790076415
2020-04-23 15:40:00.000,2020-04-23 15:45:00.000,2020-04-23 15:50:00.000,A6.7,-900.4949506132398,-81.99809734172574
2020-04-23 17:10:00.000,2020-04-23 17:13:00.000,2020-04-23 17:21:00.000,A7.2,-893.8937166312244,-82.01591789464257
2020-04-30 01:29:00.000,2020-04-30 12:17:00.000,2020-04-30 12:21:00.000,B1.3,723.0359578819321,404.72985830845175
2020-05-01 14:30:00.000,2020-05-01 14:36:00.000,2020-05-01 14:40:00.000,B2.6,826.7164364809995,377.5826326560231
2020-05-15 20:04:00.000,2020-05-15 20:22:00.000,2020-05-15 20:38:00.000,A7.9,-823.0401922555175,512.3690297917979
2020-05-27 02:24:00.000,2020-05-27 18:35:00.000,2020-05-27 18:18:00.000,B1.4,-794.0210434470791,542.7178912486877
2020-05-28 09:31:00.000,2020-05-28 09:40:00.000,2020-05-29 01:03:00.000,B1.1,-807.2686464199796,533.2725345508951
2020-05-29 01:11:00.000,2020-05-29 01:16:00.000,2020-05-29 11:11:00.000,B2.5,-818.5336721506901,547.5924290661767
2020-05-29 03:39:00.000,2020-05-29 03:48:00.000,2020-05-30 00:40:00.000,B1.1,-805.9122876471374,524.8163362537607
2020-06-02 06:13:00.000,2020-06-02 06:19:00.000,2020-06-02 06:24:00.000,B2.9,-857.3695407898631,-418.41647359742313
2020-06-05 12:07:00.000,2020-06-05 12:46:00.000,2020-06-05 12:39:00.000,B9.0,-736.2246944929939,-392.29390967257433
2020-07-02 12:58:00.000,2020-07-02 13:00:00.000,2020-07-02 13:02:00.000,A4.3,1214.5035963552982,-742.8271792308815
