EIS flare times,EIS filename,Start Time,Peak Time,End Time,Class,hpc x,hpc y,study_durations
2023-01-02 12:00:39,eis_l0_20230102_120039.fits.gz,2023-01-02 11:41:00.000,2023-01-02 11:52:00.000,2023-01-02 12:08:00.000,C3.0,0.0,53.6638674,3824.95
2023-01-03 00:28:38,eis_l0_20230103_002838.fits.gz,2023-01-03 01:03:00.000,2023-01-03 01:10:00.000,2023-01-03 01:18:00.000,C1.1,0.0,54.7650342,3824.95
2023-01-03 06:55:54,eis_l0_20230103_065554.fits.gz,2023-01-03 06:20:00.000,2023-01-03 06:46:00.000,2023-01-03 07:05:00.000,C3.2,0.0,55.1987748,3824.95
2023-01-04 00:32:10,eis_l0_20230104_003210.fits.gz,2023-01-03 23:43:00.000,2023-01-18 17:54:00.000,2023-01-04 00:56:00.000,C2.3,0.0,56.619729,3824.95
2023-01-04 07:25:10,eis_l0_20230104_072510.fits.gz,2023-01-04 07:18:00.000,2023-01-04 07:31:00.000,2023-01-04 07:52:00.000,C2.7,0.0,57.2366094,3824.95
2023-01-06 00:37:34,eis_l0_20230106_003734.fits.gz,2023-01-06 00:43:00.000,2023-01-06 00:57:00.000,2023-01-06 01:07:00.000,X1.2,0.0,60.572514,3897.897
2023-01-06 11:43:18,eis_l0_20230106_114318.fits.gz,2023-01-06 11:58:00.000,2023-01-06 12:05:00.000,2023-01-06 12:20:00.000,C1.5,0.0,61.468674,3897.897
2023-01-08 11:19:47,eis_l0_20230108_111947.fits.gz,2023-01-08 11:56:00.000,2023-01-08 12:05:00.000,2023-01-08 12:11:00.000,C5.3,0.0,65.239644,3897.897
2023-01-08 12:21:58,eis_l0_20230108_122158.fits.gz,2023-01-08 12:22:00.000,2023-01-08 12:38:00.000,2023-01-08 13:03:00.000,C6.1,0.0,65.273334,3897.897
2023-01-09 12:50:58,eis_l0_20230109_125058.fits.gz,2023-01-09 13:15:00.000,2023-01-09 13:22:00.000,2023-01-09 13:31:00.000,M1.0,0.0,67.196148,3897.897
