EIS flare times,EIS filename,Start Time,Peak Time,End Time,Class,hpc x,hpc y,study_durations
2018-05-28 14:15:09,eis_l0_20180528_141509.fits.gz,2018-05-28 14:26:00.000,2018-05-28 14:30:00.000,2018-05-28 14:33:00.000,B1.4,-402.295362,261.780126,2952.897
2018-05-28 16:08:42,eis_l0_20180528_160842.fits.gz,2018-05-28 16:29:00.000,2018-05-28 16:36:00.000,2018-05-28 16:39:00.000,B7.0,-387.846462,261.77088,2952.897
2018-05-29 00:04:42,eis_l0_20180529_000442.fits.gz,2018-05-29 00:36:00.000,2018-05-29 00:40:00.000,2018-05-29 00:47:00.000,B2.7,-298.817208,261.880836,2952.897
2018-05-30 18:55:10,eis_l0_20180530_185510.fits.gz,2018-05-30 19:04:00.000,2018-05-30 19:08:00.000,2018-05-30 19:11:00.000,B1.3,0.0,13.9898778,3824.95
2018-05-31 01:15:43,eis_l0_20180531_011543.fits.gz,2018-05-31 00:59:00.000,2018-05-31 01:08:00.000,2018-05-31 01:21:00.000,B5.0,-313.808316,258.06876,3824.95
2018-05-31 11:00:21,eis_l0_20180531_110021.fits.gz,2018-05-31 10:40:00.000,2018-05-31 10:58:00.000,2018-05-31 11:07:00.000,B2.6,0.0,12.6926208,3690.0
2018-05-31 12:44:14,eis_l0_20180531_124414.fits.gz,2018-05-31 13:21:00.000,2018-05-31 14:22:00.000,2018-05-31 15:14:00.000,B2.3,0.0,12.4693788,3824.95
2018-05-31 16:16:14,eis_l0_20180531_161614.fits.gz,2018-05-31 16:04:00.000,2018-05-31 16:13:00.000,2018-05-31 16:17:00.000,B1.9,0.0,12.2433342,3824.95
2018-05-31 21:06:43,eis_l0_20180531_210643.fits.gz,2018-05-31 21:02:00.000,2018-05-31 21:09:00.000,2018-05-31 21:13:00.000,B1.2,0.0,11.8300032,3824.95
2018-05-31 22:42:43,eis_l0_20180531_224243.fits.gz,2018-05-31 22:56:00.000,2018-05-31 23:02:00.000,2018-05-31 23:07:00.000,B2.8,312.24198,272.298252,3824.95
2018-06-02 22:04:13,eis_l0_20180602_220413.fits.gz,2018-06-02 21:52:00.000,2018-06-02 21:57:00.000,2018-06-02 22:09:00.000,B2.0,312.149508,268.7016,3824.95
2018-06-03 07:55:19,eis_l0_20180603_075519.fits.gz,2018-06-03 07:53:00.000,2018-06-03 07:56:00.000,2018-06-03 07:58:00.000,B7.9,744.11178,233.262552,3824.95
2018-06-15 06:48:21,eis_l0_20180615_064821.fits.gz,2018-06-15 06:46:00.000,2018-06-15 06:49:00.000,2018-06-15 06:52:00.000,B1.1,0.0,-16.910061,639.825
2018-06-17 12:53:13,eis_l0_20180617_125313.fits.gz,2018-06-17 13:12:00.000,2018-06-17 14:29:00.000,2018-06-17 15:02:00.000,B1.2,0.0,-21.3735666,3824.95
2018-06-17 14:33:11,eis_l0_20180617_143311.fits.gz,2018-06-17 13:12:00.000,2018-06-17 14:29:00.000,2018-06-17 15:02:00.000,B1.2,0.0,-21.3735666,3897.897
2018-06-20 11:22:43,eis_l0_20180620_112243.fits.gz,2018-06-20 11:57:00.000,2018-06-20 12:02:00.000,2018-06-20 12:05:00.000,B1.8,0.0,-27.1235784,3824.95
2018-06-20 22:53:33,eis_l0_20180620_225333.fits.gz,2018-06-20 22:58:00.000,2018-06-20 23:03:00.000,2018-06-20 23:07:00.000,B2.6,-258.712656,105.193476,3824.95
2018-06-23 08:59:05,eis_l0_20180623_085905.fits.gz,2018-06-23 09:58:00.000,2018-06-23 10:03:00.000,2018-06-23 10:11:00.000,B1.9,0.0,-32.7449748,12347.513
2018-06-23 21:22:40,eis_l0_20180623_212240.fits.gz,2018-06-23 21:37:00.000,2018-06-23 21:40:00.000,2018-06-23 21:43:00.000,B1.3,0.0,-33.672792,3824.95
2018-06-24 08:47:10,eis_l0_20180624_084710.fits.gz,2018-06-24 08:38:00.000,2018-06-24 08:42:00.000,2018-06-24 08:49:00.000,B3.2,0.0,-34.5480624,3897.897
2018-06-27 04:02:13,eis_l0_20180627_040213.fits.gz,2018-06-27 04:01:00.000,2018-06-27 04:08:00.000,2018-06-27 04:13:00.000,B1.6,381.56709,95.68776,3824.95
2018-07-29 21:27:11,eis_l0_20180729_212711.fits.gz,2018-07-29 21:45:00.000,2018-07-29 21:48:00.000,2018-07-29 21:53:00.000,B1.0,0.0,-92.665536,2952.897
2018-08-10 15:16:12,eis_l0_20180810_151612.fits.gz,2018-08-10 16:00:00.000,2018-08-10 16:01:00.000,2018-08-10 16:02:00.000,A1.0,0.0,-105.85779,3897.897
2018-08-23 19:48:34,eis_l0_20180823_194834.fits.gz,2018-08-23 20:23:00.000,2018-08-23 20:38:00.000,2018-08-23 20:46:00.000,A6.8,0.0,-115.940046,3824.95
2018-08-24 10:43:14,eis_l0_20180824_104314.fits.gz,2018-08-24 12:47:00.000,2018-08-24 12:50:00.000,2018-08-24 12:57:00.000,B1.0,0.0,-116.315532,17428.782
2018-08-25 17:41:14,eis_l0_20180825_174114.fits.gz,2018-08-25 18:29:00.000,2018-08-25 18:33:00.000,2018-08-25 18:37:00.000,B1.0,0.0,-116.957154,3690.0
