Start Time,Peak Time,End Time,Class,hpc_x,hpc_y
2021-01-13 12:41:00.000,2021-01-13 13:02:00.000,2021-01-13 13:10:00.000,A4.3,-435.9976508386899,-291.91168355654764
2021-01-19 19:13:00.000,2021-01-19 19:19:00.000,2021-01-19 19:24:00.000,B1.3,-853.668202420231,-241.39193578086773
2021-01-20 06:08:00.000,2021-01-20 06:13:00.000,2021-01-20 06:21:00.000,B1.8,-804.5479325877968,-235.1340776572358
2021-01-20 19:27:00.000,2021-01-20 19:36:00.000,2021-01-20 19:44:00.000,B1.1,-729.3919815062545,-235.24358642011592
2021-01-21 12:34:00.000,2021-01-21 12:47:00.000,2021-01-21 12:50:00.000,B1.3,-620.1519468519837,-231.90877634775188
2021-01-23 00:05:00.000,2021-01-23 00:42:00.000,2021-01-23 01:30:00.000,B1.3,-347.31096063321456,-252.9318954379399
2021-01-23 23:34:00.000,2021-01-23 23:53:00.000,2021-01-24 00:18:00.000,B3.0,-128.21353002660908,-236.61530180823496
2021-01-25 08:08:00.000,2021-01-25 08:19:00.000,2021-01-25 08:26:00.000,B2.2,783.9496456944714,437.375117499714
2021-01-26 23:00:00.000,2021-01-26 23:08:00.000,2021-01-26 23:16:00.000,B1.3,904.8244319609169,396.5356412004603
2021-02-18 13:25:00.000,2021-02-18 13:29:00.000,2021-02-18 13:37:00.000,B1.0,-897.1224246304482,379.2104240068975
2021-02-19 08:53:00.000,2021-02-19 09:01:00.000,2021-02-19 09:08:00.000,B1.8,-856.9278764184564,410.8209208997042
2021-02-22 21:19:00.000,2021-02-22 21:29:00.000,2021-02-22 21:36:00.000,B5.4,56.78320319615781,431.6927160713542
2021-02-23 19:50:00.000,2021-02-23 19:59:00.000,2021-02-23 20:03:00.000,B1.8,253.81942287890809,424.4493447097648
2021-02-24 17:54:00.000,2021-02-24 18:01:00.000,2021-02-24 18:08:00.000,B2.3,469.8918439339801,415.5542996064784
2021-02-27 17:22:00.000,2021-02-27 17:31:00.000,2021-02-27 17:35:00.000,B1.5,812.5944239823204,395.4146796258049
2021-02-27 15:13:00.000,2021-02-27 15:22:00.000,2021-02-27 15:28:00.000,B1.9,803.6047120422922,400.8397189626781
2021-02-28 06:40:00.000,2021-02-28 06:46:00.000,2021-02-28 06:51:00.000,C3.9,855.1130747621495,375.4260124769774
2021-03-01 00:11:00.000,2021-03-01 00:15:00.000,2021-03-01 00:19:00.000,B1.1,938.7456559708512,255.8225907500053
2021-03-01 06:39:00.000,2021-03-01 06:43:00.000,2021-03-01 06:47:00.000,B1.9,940.6728629557236,249.22311940259763
2021-03-02 16:18:00.000,2021-03-02 16:27:00.000,2021-03-02 16:36:00.000,B1.9,-679.5907400317956,-227.6165091363601
2021-03-02 23:53:00.000,2021-03-03 00:03:00.000,2021-03-03 00:07:00.000,C1.2,-632.3113324425649,-230.719629027394
2021-03-03 01:29:00.000,2021-03-03 01:34:00.000,2021-03-03 01:38:00.000,B1.6,-614.8297635808121,-231.41694126348065
2021-03-03 02:52:00.000,2021-03-03 03:02:00.000,2021-03-03 03:11:00.000,B1.3,-608.2279507264029,-230.83072749587225
2021-03-05 14:25:00.000,2021-03-05 14:33:00.000,2021-03-05 14:37:00.000,B1.7,-837.9277837241534,494.6160763726384
