EIS flare times,EIS filename,Start Time,Peak Time,End Time,Class,hpc x,hpc y,study_durations
2024-01-01 07:35:40,eis_l0_20240101_073540.fits.gz,2024-01-01 07:51:00.000,2024-01-01 08:06:00.000,2024-01-01 08:20:00.000,C4.7,0.0,50.8430652,2952.897
2024-01-01 16:10:40,eis_l0_20240101_161040.fits.gz,2024-01-01 16:17:00.000,2024-01-01 16:28:00.000,2024-01-01 16:46:00.000,C2.6,0.0,51.5466624,2952.897
2024-01-02 00:25:33,eis_l0_20240102_002533.fits.gz,2024-01-02 00:41:00.000,2024-01-02 00:49:00.000,2024-01-02 01:14:00.000,C1.5,0.0,52.2454674,2952.897
2024-01-02 13:45:05,eis_l0_20240102_134505.fits.gz,2024-01-02 13:42:00.000,2024-01-02 13:45:00.000,2024-01-02 13:49:00.000,C1.2,0.0,53.3243076,4050.0
2024-01-03 15:50:38,eis_l0_20240103_155038.fits.gz,2024-01-03 16:13:00.000,2024-01-03 16:21:00.000,2024-01-03 16:28:00.000,C1.3,0.0,55.5064884,2952.897
2024-01-04 01:20:31,eis_l0_20240104_012031.fits.gz,2024-01-04 01:08:00.000,2024-01-04 01:16:00.000,2024-01-04 01:22:00.000,M1.1,0.0,56.2354716,2952.897
2024-01-04 23:41:09,eis_l0_20240104_234109.fits.gz,2024-01-05 00:23:00.000,2024-01-05 00:30:00.000,2024-01-05 00:32:00.000,C1.9,0.0,58.1245392,3517.196
2024-01-05 12:22:13,eis_l0_20240105_122213.fits.gz,2024-01-05 12:49:00.000,2024-01-05 12:56:00.000,2024-01-05 13:00:00.000,C1.4,0.0,59.1276306,3897.897
2024-01-06 11:45:12,eis_l0_20240106_114512.fits.gz,2024-01-06 11:38:00.000,2024-01-06 11:44:00.000,2024-01-06 11:54:00.000,C2.5,0.0,60.95514,3824.95
2024-01-06 14:53:39,eis_l0_20240106_145339.fits.gz,2024-01-06 15:27:00.000,2024-01-06 15:35:00.000,2024-01-06 15:40:00.000,C7.1,0.0,61.25913,3517.196
2024-01-07 10:50:19,eis_l0_20240107_105019.fits.gz,2024-01-07 10:44:00.000,2024-01-07 10:51:00.000,2024-01-07 10:56:00.000,C2.9,0.0,62.787348,3824.95
2024-01-10 09:14:23,eis_l0_20240110_091423.fits.gz,2024-01-10 08:56:00.000,2024-01-10 09:03:00.000,2024-01-10 09:23:00.000,C3.5,0.0,68.238192,3595.497
2024-01-10 12:53:20,eis_l0_20240110_125320.fits.gz,2024-01-10 12:39:00.000,2024-01-10 12:55:00.000,2024-01-10 13:05:00.000,M1.4,0.0,68.521662,3824.95
2024-01-10 13:54:12,eis_l0_20240110_135412.fits.gz,2024-01-10 14:12:00.000,2024-01-10 14:27:00.000,2024-01-10 14:41:00.000,C4.5,0.0,68.639718,3897.897
2024-01-10 14:56:00,eis_l0_20240110_145600.fits.gz,2024-01-10 15:10:00.000,2024-01-10 15:15:00.000,2024-01-10 15:20:00.000,C4.0,0.0,68.713302,3517.196
2024-01-11 18:56:20,eis_l0_20240111_185620.fits.gz,2024-01-11 18:57:00.000,2024-01-11 19:04:00.000,2024-01-11 19:08:00.000,C3.3,0.0,70.81257,639.825
2024-01-11 12:45:05,eis_l0_20240111_124505.fits.gz,2024-01-11 12:44:00.000,2024-01-11 12:51:00.000,2024-01-11 12:55:00.000,M1.3,0.0,70.345488,400.0
2024-01-11 15:59:19,eis_l0_20240111_155919.fits.gz,2024-01-11 15:59:00.000,2024-01-11 16:11:00.000,2024-01-11 16:18:00.000,C3.6,0.0,70.589862,639.825
2024-01-11 17:42:19,eis_l0_20240111_174219.fits.gz,2024-01-11 17:49:00.000,2024-01-11 17:52:00.000,2024-01-11 17:59:00.000,M1.5,0.0,70.727532,639.825
2024-01-12 09:02:26,eis_l0_20240112_090226.fits.gz,2024-01-12 09:59:00.000,2024-01-12 10:06:00.000,2024-01-12 10:11:00.000,C5.9,0.0,71.935692,3595.497
2024-01-13 23:13:27,eis_l0_20240113_231327.fits.gz,2024-01-14 00:12:00.000,2024-01-14 00:22:00.000,2024-01-14 00:29:00.000,C4.2,0.0,74.74917,3595.497
2024-01-14 12:51:56,eis_l0_20240114_125156.fits.gz,2024-01-14 13:00:00.000,2024-01-14 13:08:00.000,2024-01-14 13:16:00.000,C7.2,0.0,75.677808,3595.497
2024-01-15 12:57:07,eis_l0_20240115_125707.fits.gz,2024-01-15 13:54:00.000,2024-01-15 14:05:00.000,2024-01-15 14:11:00.000,C2.8,0.0,77.464104,3897.897
2024-01-15 13:58:55,eis_l0_20240115_135855.fits.gz,2024-01-15 13:54:00.000,2024-01-15 14:05:00.000,2024-01-15 14:11:00.000,C2.8,0.0,77.464104,3517.196
2024-01-19 01:13:21,eis_l0_20240119_011321.fits.gz,2024-01-19 01:46:00.000,2024-01-19 01:53:00.000,2024-01-19 01:58:00.000,C1.8,0.0,83.276328,3595.497
2024-01-20 08:58:53,eis_l0_20240120_085853.fits.gz,2024-01-20 08:35:00.000,2024-01-20 09:34:00.000,2024-01-20 10:32:00.000,C3.5,0.0,85.329474,3595.497
2024-01-20 12:37:32,eis_l0_20240120_123732.fits.gz,2024-01-20 12:49:00.000,2024-01-20 12:53:00.000,2024-01-20 12:57:00.000,C1.7,0.0,85.607934,3897.897
