study ID,flare times,GOES class,hpc x,hpc y,EIS xcen,EIS ycen,EIS fovx,EIS fovy,target,stud_acr,filename,EIS xmin,EIS xmax,EIS ymin,EIS ymax
544,2020-04-07 11:27:34,B4.5,352.2646217402682,541.7885602939272,392.1470031738281,526.7340087890625,491.2130126953125,512.0,Quiet Sun,DHB_007,eis_20200407_112734.data.h5,146.54049682617188,637.7535095214844,270.7340087890625,782.7340087890625
544,2020-04-07 12:38:14,B4.5,352.2646217402682,541.7885602939272,400.6440124511719,526.1939697265625,491.2130126953125,512.0,Quiet Sun,DHB_007,eis_20200407_123814.data.h5,155.03750610351562,646.2505187988281,270.1939697265625,782.1939697265625
544,2020-04-07 16:01:44,B4.5,352.2646217402682,541.7885602939272,447.2749938964844,524.4990234375,491.2130126953125,512.0,Quiet Sun,DHB_007,eis_20200407_160144.data.h5,201.66848754882812,692.8815002441406,268.4990234375,780.4990234375
523,2020-04-07 22:47:34,B4.5,352.2646217402682,541.7885602939272,472.9289855957031,521.094970703125,359.42401123046875,512.0,Active Region,HPW021VEL360x512v1_b,eis_20200407_224734.data.h5,293.21697998046875,652.6409912109375,265.094970703125,777.094970703125
569,2020-04-09 07:02:03,B1.6,717.1008984305133,514.4546790076415,667.0889892578125,501.0880126953125,260.5820007324219,512.0,Active Region,HPW021VEL260x512v2,eis_20200409_070203.data.h5,536.7979888916016,797.3799896240234,245.0880126953125,757.0880126953125
404,2020-04-09 08:38:43,B1.6,717.1008984305133,514.4546790076415,675.60400390625,499.9299926757813,119.80799865722656,160.0,Quiet Sun,Atlas_60,eis_20200409_083843.data.h5,615.7000045776367,735.5080032348633,419.9299926757813,579.9299926757812
444,2020-08-11 17:05:21,B2.6,368.8089317663673,302.80601319266447,348.4840087890625,280.927001953125,89.85600280761719,144.0,Active Region,Cool_loop_response,eis_20200811_170521.data.h5,303.5560073852539,393.4120101928711,208.927001953125,352.927001953125
569,2020-09-25 18:17:19,B2.9,-533.0865542001557,384.2850388856201,-555.968017578125,366.35198974609375,260.5820007324219,512.0,Active Region,HPW021VEL260x512v2,eis_20200925_181719.data.h5,-686.2590179443359,-425.67701721191406,110.35198974609375,622.3519897460938
404,2020-10-27 15:50:40,B7.9,367.2292459151116,-429.7643623236883,331.20098876953125,-444.8200073242188,119.80799865722656,160.0,Quiet Sun,Atlas_60,eis_20201027_155040.data.h5,271.29698944091797,391.10498809814453,-524.8200073242188,-364.8200073242188
404,2020-10-28 01:05:13,C1.1,461.8966961675679,-420.72374676283385,404.4200134277344,-421.1889953613281,119.80799865722656,160.0,Quiet Sun,Atlas_60,eis_20201028_010513.data.h5,344.5160140991211,464.32401275634766,-501.1889953613281,-341.1889953613281
569,2020-10-28 02:45:13,B7.8,457.7473788167815,-375.2165933191832,424.4230041503906,-420.5710144042969,260.5820007324219,512.0,Active Region,HPW021VEL260x512v2,eis_20201028_024513.data.h5,294.1320037841797,554.7140045166016,-676.5710144042969,-164.57101440429688
569,2020-10-28 13:56:12,B2.2,423.1457829150016,-326.5986075961067,496.927001953125,-415.4729919433594,260.5820007324219,512.0,Active Region,HPW021VEL260x512v2,eis_20201028_135612.data.h5,366.63600158691406,627.2180023193359,-671.4729919433594,-159.47299194335938
