EIS flare times,EIS filename,Start Time,Peak Time,End Time,Class,hpc x,hpc y,study_durations
2020-01-10 11:20:13,eis_l0_20200110_112013.fits.gz,2020-01-10 11:52:00.000,2020-01-10 11:59:00.000,2020-01-11 01:24:00.000,B1.1,0.0,68.519082,3824.95
2020-01-10 18:25:13,eis_l0_20200110_182513.fits.gz,2020-01-10 11:52:00.000,2020-01-10 11:59:00.000,2020-01-11 01:24:00.000,B1.1,0.0,68.519082,3824.95
2020-01-10 19:35:34,eis_l0_20200110_193534.fits.gz,2020-01-10 11:52:00.000,2020-01-10 11:59:00.000,2020-01-11 01:24:00.000,B1.1,0.0,68.519082,12.465
2020-03-04 13:23:13,eis_l0_20200304_132313.fits.gz,2020-03-04 13:33:00.000,2020-03-04 13:34:00.000,2020-03-04 13:35:00.000,A8.1,0.0,122.558052,1800.193
2020-04-07 11:27:34,eis_l0_20200407_112734.fits.gz,2020-04-07 01:46:00.000,2020-04-07 01:59:00.000,2020-04-08 00:26:00.000,B4.5,345.25797,532.018212,3690.0
2020-04-07 12:38:14,eis_l0_20200407_123814.fits.gz,2020-04-07 01:46:00.000,2020-04-07 01:59:00.000,2020-04-08 00:26:00.000,B4.5,345.25797,532.018212,3690.0
2020-04-07 14:32:14,eis_l0_20200407_143214.fits.gz,2020-04-07 01:46:00.000,2020-04-07 01:59:00.000,2020-04-08 00:26:00.000,B4.5,345.25797,532.018212,3690.0
2020-04-07 16:01:44,eis_l0_20200407_160144.fits.gz,2020-04-07 01:46:00.000,2020-04-07 01:59:00.000,2020-04-08 00:26:00.000,B4.5,345.25797,532.018212,3690.0
2020-04-07 17:48:14,eis_l0_20200407_174814.fits.gz,2020-04-07 01:46:00.000,2020-04-07 01:59:00.000,2020-04-08 00:26:00.000,B4.5,345.25797,532.018212,3690.0
2020-04-07 19:24:44,eis_l0_20200407_192444.fits.gz,2020-04-07 01:46:00.000,2020-04-07 01:59:00.000,2020-04-08 00:26:00.000,B4.5,345.25797,532.018212,3690.0
2020-04-07 21:01:44,eis_l0_20200407_210144.fits.gz,2020-04-07 01:46:00.000,2020-04-07 01:59:00.000,2020-04-08 00:26:00.000,B4.5,345.25797,532.018212,3690.0
2020-04-07 22:41:36,eis_l0_20200407_224136.fits.gz,2020-04-07 01:46:00.000,2020-04-07 01:59:00.000,2020-04-08 00:26:00.000,B4.5,345.25797,532.018212,12.465
2020-04-07 22:47:34,eis_l0_20200407_224734.fits.gz,2020-04-07 01:46:00.000,2020-04-07 01:59:00.000,2020-04-08 00:26:00.000,B4.5,345.25797,532.018212,11693.69
2020-04-09 07:02:03,eis_l0_20200409_070203.fits.gz,2020-04-09 01:31:00.000,2020-04-09 09:32:00.000,2020-04-09 09:18:00.000,B1.6,718.3281,495.052584,3824.95
2020-04-09 08:38:43,eis_l0_20200409_083843.fits.gz,2020-04-09 01:31:00.000,2020-04-09 09:32:00.000,2020-04-09 09:18:00.000,B1.6,718.3281,495.052584,3897.897
2020-04-23 15:31:12,eis_l0_20200423_153112.fits.gz,2020-04-23 15:40:00.000,2020-04-23 15:45:00.000,2020-04-23 15:50:00.000,A6.7,0.0,81.050646,3690.0
2020-04-23 17:20:12,eis_l0_20200423_172012.fits.gz,2020-04-23 17:10:00.000,2020-04-23 17:13:00.000,2020-04-23 17:21:00.000,A7.2,0.0,80.953872,3690.0
2020-04-30 10:53:30,eis_l0_20200430_105330.fits.gz,2020-04-30 01:29:00.000,2020-04-30 12:17:00.000,2020-04-30 12:21:00.000,B1.3,0.0,70.711098,270.0
2020-04-30 05:18:34,eis_l0_20200430_051834.fits.gz,2020-04-30 01:29:00.000,2020-04-30 12:17:00.000,2020-04-30 12:21:00.000,B1.3,0.0,70.711098,12.465
