study ID,flare times,GOES class,hpc x,hpc y,EIS xcen,EIS ycen,EIS fovx,EIS fovy,target,stud_acr,filename,EIS xmin,EIS xmax,EIS ymin,EIS ymax
437,2014-01-08 09:57:27,C1.9,69.81414082727952,-86.01965535134309,52.11180114746094,-193.3520050048828,239.61599731445312,512.0,Active Region,HPW021_VEL_240x512v1,eis_20140108_095727.data.h5,-67.69619750976562,171.9197998046875,-449.3520050048828,62.64799499511719
403,2014-01-08 12:01:32,C3.6,190.24960541523424,-91.313892835041,133.00999450683594,-93.35160064697266,119.80799865722656,160.0,Quiet Sun,Atlas_30,eis_20140108_120132.data.h5,73.10599517822266,192.91399383544922,-173.35160064697266,-13.351600646972656
437,2014-01-11 10:26:21,C2.1,682.5184143406076,-88.69097225684392,620.6790161132812,-108.1510009765625,239.61599731445312,512.0,Active Region,HPW021_VEL_240x512v1,eis_20140111_102621.data.h5,500.8710174560547,740.4870147705078,-364.1510009765625,147.8489990234375
403,2014-01-11 12:30:27,C6.5,692.6250751692701,-128.32185974786492,635.1370239257812,-108.7689971923828,119.80799865722656,160.0,Quiet Sun,Atlas_30,eis_20140111_123027.data.h5,575.233024597168,695.0410232543945,-188.7689971923828,-28.7689971923828
461,2014-01-12 01:58:11,C3.9,772.0559691907451,-88.99296110045526,720.35302734375,-114.71700286865234,179.71200561523438,152.0,Flare,HH_Flare+AR_180x152,eis_20140112_015811.data.h5,630.4970245361328,810.2090301513672,-190.71700286865234,-38.717002868652344
6,2014-01-21 18:30:12,C1.8,-207.44918333319947,-183.6155210078917,-0.5634769797325134,24.5,511.1809997558594,512.0,Quiet Sun,JTM003,eis_20140121_183012.data.h5,-256.1539768576622,255.02702289819717,-231.5,280.5
437,2014-01-26 10:03:34,C6.1,389.27004573231,-178.80115855920332,338.5710144042969,-300.7980041503906,239.61599731445312,512.0,Active Region,HPW021_VEL_240x512v1,eis_20140126_100334.data.h5,218.7630157470703,458.37901306152344,-556.7980041503906,-44.798004150390625
437,2014-01-28 11:03:34,C1.0,712.003278468943,-305.46540986852904,667.4920043945312,-301.4230041503906,239.61599731445312,512.0,Active Region,HPW021_VEL_240x512v1,eis_20140128_110334.data.h5,547.6840057373047,787.3000030517578,-557.4230041503906,-45.423004150390625
437,2014-01-28 11:03:34,C1.3,615.6102327163708,-212.2181059564817,667.4920043945312,-301.4230041503906,239.61599731445312,512.0,Active Region,HPW021_VEL_240x512v1,eis_20140128_110334.data.h5,547.6840057373047,787.3000030517578,-557.4230041503906,-45.423004150390625
485,2014-02-01 16:13:35,C2.3,-412.1321740453132,-155.18745562092067,-346.9649963378906,-147.03900146484375,161.74099731445312,152.0,Flare,HH_Flare_162x152,eis_20140201_161335.data.h5,-427.8354949951172,-266.09449768066406,-223.03900146484375,-71.03900146484375
494,2014-02-02 06:07:48,C7.5,-149.9869021375198,-77.88790387054856,-132.48800659179688,-0.4999879896640777,266.0,512.0,Quiet Sun,XRT_synop_AIA,eis_20140202_060748.data.h5,-265.4880065917969,0.511993408203125,-256.4999879896641,255.50001201033592
485,2014-02-02 08:12:43,M2.2,-226.5844082541298,-85.49570291578775,-207.9960021972656,-141.86300659179688,161.74099731445312,152.0,Flare,HH_Flare_162x152,eis_20140202_081243.data.h5,-288.8665008544922,-127.12550354003903,-217.86300659179688,-65.86300659179688
437,2014-02-02 10:25:27,C9.7,-89.98167688306421,-80.43291512617643,-187.5619964599609,-141.2449951171875,239.61599731445312,512.0,Active Region,HPW021_VEL_240x512v1,eis_20140202_102527.data.h5,-307.3699951171875,-67.75399780273435,-397.2449951171875,114.7550048828125
494,2014-02-03 06:29:11,C5.7,-0.9958886292297392,-69.82047322621439,-132.48800659179688,-0.4227479994297027,266.0,512.0,Quiet Sun,XRT_synop_AIA,eis_20140203_062911.data.h5,-265.4880065917969,0.511993408203125,-256.4227479994297,255.5772520005703
437,2014-02-03 09:31:34,C4.4,-16.729733013315126,-124.39274803957396,21.46999931335449,-138.15499877929688,239.61599731445312,512.0,Active Region,HPW021_VEL_240x512v1,eis_20140203_093134.data.h5,-98.33799934387207,141.27799797058105,-394.1549987792969,117.84500122070312
485,2014-02-03 15:41:53,C4.6,22.58806475263052,-126.29596054889,76.89299774169922,-138.23300170898438,161.74099731445312,152.0,Flare,HH_Flare_162x152,eis_20140203_154153.data.h5,-3.9775009155273438,157.76349639892578,-214.23300170898438,-62.233001708984375
485,2014-02-04 16:23:10,M1.5,223.7625167423171,-144.81117136842224,301.9150085449219,-122.01000213623048,161.74099731445312,152.0,Flare,HH_Flare_162x152,eis_20140204_162310.data.h5,221.0445098876953,382.78550720214844,-198.01000213623047,-46.01000213623048
