EIS flare times,EIS filename,Start Time,Peak Time,End Time,Class,hpc x,hpc y,study_durations
2015-10-19 04:39:42,eis_l0_20151019_043942.fits.gz,2015-10-19 04:32:00.000,2015-10-19 04:40:00.000,2015-10-19 04:46:00.000,C1.4,-99.54,-259.3482,3690.0
2015-10-27 19:03:19,eis_l0_20151027_190319.fits.gz,2015-10-27 20:10:00.000,2015-10-27 20:19:00.000,2015-10-27 20:28:00.000,C1.4,0.0,-81.7068,12347.513
2015-10-24 04:25:56,eis_l0_20151024_042556.fits.gz,2015-10-24 04:20:00.000,2015-10-24 04:28:00.000,2015-10-24 04:32:00.000,C1.9,0.0,-87.2454,3573.072
2015-10-22 01:41:09,eis_l0_20151022_014109.fits.gz,2015-10-22 02:13:00.000,2015-10-22 03:40:00.000,2015-10-22 05:15:00.000,C4.4,431.0772,-262.6386,3897.897
2015-10-19 09:30:12,eis_l0_20151019_093012.fits.gz,2015-10-19 09:33:00.000,2015-10-19 09:37:00.000,2015-10-19 09:44:00.000,C1.2,-791.778,149.7978,3690.0
2015-10-19 21:26:42,eis_l0_20151019_212642.fits.gz,2015-10-19 21:48:00.000,2015-10-19 21:52:00.000,2015-10-19 21:57:00.000,B9.6,0.0,-93.2334,3690.0
2015-10-19 01:26:13,eis_l0_20151019_012613.fits.gz,2015-10-19 01:58:00.000,2015-10-19 02:06:00.000,2015-10-19 02:15:00.000,C1.7,0.0,-94.3302,3690.0
2015-10-28 05:55:26,eis_l0_20151028_055526.fits.gz,2015-10-28 05:53:00.000,2015-10-28 06:06:00.000,2015-10-28 06:23:00.000,C1.2,0.0,-81.0714,12.465
2015-01-02 13:25:21,eis_l0_20150102_132521.fits.gz,2015-01-02 14:05:00.000,2015-01-02 14:08:00.000,2015-01-02 14:11:00.000,B9.7,0.0,53.96748,3591.984
2015-01-03 00:51:53,eis_l0_20150103_005153.fits.gz,2015-01-03 01:13:00.000,2015-01-03 01:17:00.000,2015-01-03 01:21:00.000,C1.7,0.0,54.88368,3897.897
2015-01-08 13:35:49,eis_l0_20150108_133549.fits.gz,2015-01-08 15:41:00.000,2015-01-08 15:48:00.000,2015-01-08 15:56:00.000,C2.6,0.0,65.6298,7795.793
2015-01-08 15:39:56,eis_l0_20150108_153956.fits.gz,2015-01-08 15:41:00.000,2015-01-08 15:48:00.000,2015-01-08 15:56:00.000,C2.6,0.0,65.6298,12300.0
2015-01-09 05:56:28,eis_l0_20150109_055628.fits.gz,2015-01-09 05:46:00.000,2015-01-09 05:54:00.000,2015-01-09 05:59:00.000,C3.4,-839.94,-257.154,4251.587
2015-01-09 07:33:42,eis_l0_20150109_073342.fits.gz,2015-01-09 08:04:00.000,2015-01-09 08:17:00.000,2015-01-09 08:34:00.000,C9.6,301.0344,165.405,4251.587
2015-01-09 17:35:50,eis_l0_20150109_173550.fits.gz,2015-01-09 17:26:00.000,2015-01-09 17:48:00.000,2015-01-09 18:01:00.000,C1.8,0.0,67.6146,180.0
2015-01-11 09:47:17,eis_l0_20150111_094717.fits.gz,2015-01-11 08:14:00.000,2015-01-11 09:24:00.000,2015-01-11 10:25:00.000,C3.4,673.008,185.9982,180.0
2015-01-13 04:52:26,eis_l0_20150113_045226.fits.gz,2015-01-13 04:46:00.000,2015-01-13 04:58:00.000,2015-01-13 05:10:00.000,M4.9,0.0,73.8618,180.0
2015-01-13 18:43:18,eis_l0_20150113_184318.fits.gz,2015-01-13 19:32:00.000,2015-01-13 19:35:00.000,2015-01-13 19:39:00.000,C1.3,0.0,74.9394,3897.897
