EIS flare times,EIS filename,Start Time,Peak Time,End Time,Class,hpc x,hpc y,study_durations
2022-02-25 14:04:26,eis_l0_20220225_140426.fits.gz,2022-02-25 13:55:00.000,2022-02-25 14:01:00.000,2022-02-25 14:05:00.000,B3.0,0.0,121.271184,12.465
2022-03-02 20:34:13,eis_l0_20220302_203413.fits.gz,2022-03-02 20:26:00.000,2022-03-02 20:34:00.000,2022-03-02 20:41:00.000,B7.7,0.0,122.394804,12.465
2022-03-04 22:17:19,eis_l0_20220304_221719.fits.gz,2022-03-04 22:42:00.000,2022-03-04 22:56:00.000,2022-03-04 23:02:00.000,B9.7,0.0,122.549184,3824.95
2022-03-05 20:37:45,eis_l0_20220305_203745.fits.gz,2022-03-05 19:56:00.000,2022-03-05 20:22:00.000,2022-03-05 20:44:00.000,C2.7,0.0,122.56467,12.465
2022-03-08 02:59:39,eis_l0_20220308_025939.fits.gz,2022-03-08 03:01:00.000,2022-03-08 03:13:00.000,2022-03-08 03:22:00.000,C2.0,0.0,122.467578,2007.897
2022-03-08 07:51:12,eis_l0_20220308_075112.fits.gz,2022-03-08 07:41:00.000,2022-03-08 07:51:00.000,2022-03-08 07:57:00.000,B8.7,0.0,122.450268,3735.0
2022-03-08 21:24:11,eis_l0_20220308_212411.fits.gz,2022-03-08 22:22:00.000,2022-03-08 22:27:00.000,2022-03-08 22:32:00.000,C1.1,0.0,122.386572,3824.95
2022-03-08 13:28:40,eis_l0_20220308_132840.fits.gz,2022-03-08 13:56:00.000,2022-03-08 14:03:00.000,2022-03-08 14:22:00.000,B5.7,0.0,122.42487,3735.0
2022-03-09 12:42:33,eis_l0_20220309_124233.fits.gz,2022-03-09 12:42:00.000,2022-03-09 12:49:00.000,2022-03-09 12:54:00.000,C1.0,0.0,122.310894,4050.0
2022-03-11 11:09:20,eis_l0_20220311_110920.fits.gz,2022-03-11 11:11:00.000,2022-03-11 11:22:00.000,2022-03-11 11:34:00.000,C2.2,0.0,121.97397,3824.95
2022-03-11 12:10:37,eis_l0_20220311_121037.fits.gz,2022-03-11 12:56:00.000,2022-03-11 13:08:00.000,2022-03-11 13:17:00.000,C1.6,0.0,121.958562,3897.897
