Start Time,Peak Time,End Time,GOES Class,hpc_x,hpc_y
2018-01-05 11:16:00.000,2018-01-05 11:17:00.000,2018-01-05 11:18:00.000,A3.7,0.0,60.050022
2018-01-07 04:24:00.000,2018-01-07 04:33:00.000,2018-01-07 04:38:00.000,A7.6,0.0,63.314214
2018-01-12 13:08:00.000,2018-01-12 13:09:00.000,2018-01-12 13:10:00.000,B1.9,0.0,73.128126
2018-01-18 07:28:00.000,2018-01-18 07:35:00.000,2018-01-18 07:39:00.000,B9.7,83.481798,-122.0766
2018-01-18 08:08:00.000,2018-01-18 08:13:00.000,2018-01-18 08:16:00.000,B4.0,83.48163,-122.031474
2018-01-18 09:51:00.000,2018-01-18 09:57:00.000,2018-01-18 10:06:00.000,B1.2,0.0,83.073348
2018-01-20 04:48:00.000,2018-01-20 04:55:00.000,2018-01-20 05:00:00.000,B1.7,0.0,85.92876
2018-01-20 17:42:00.000,2018-01-20 17:52:00.000,2018-01-20 17:58:00.000,A9.1,0.0,86.76897
2018-01-22 02:37:00.000,2018-01-22 02:57:00.000,2018-01-22 03:20:00.000,B9.5,807.17094,-173.044176
2018-01-28 18:39:00.000,2018-01-28 18:42:00.000,2018-01-28 18:44:00.000,A3.6,0.0,98.314926
2018-01-30 17:35:00.000,2018-01-30 17:39:00.000,2018-01-30 17:46:00.000,B1.3,0.0,100.8177
2018-02-04 19:06:00.000,2018-02-04 19:22:00.000,2018-02-04 19:27:00.000,B6.4,-946.98156,-133.159992
2018-02-04 19:46:00.000,2018-02-04 19:51:00.000,2018-02-04 19:55:00.000,B3.7,-946.9773,-133.153686
2018-02-04 20:18:00.000,2018-02-04 20:24:00.000,2018-02-04 20:30:00.000,C1.1,0.0,106.759956
2018-02-04 20:46:00.000,2018-02-04 20:59:00.000,2018-02-04 21:07:00.000,B2.6,-946.97088,-133.144224
2018-02-04 21:10:00.000,2018-02-04 21:15:00.000,2018-02-04 21:18:00.000,B7.1,0.0,106.798752
2018-02-04 22:28:00.000,2018-02-04 22:45:00.000,2018-02-04 22:52:00.000,B3.0,0.0,106.856862
2018-02-04 23:20:00.000,2018-02-04 23:25:00.000,2018-02-04 23:29:00.000,B3.1,0.0,106.895544
2018-02-05 01:17:00.000,2018-02-05 01:20:00.000,2018-02-05 01:29:00.000,B1.9,0.0,106.982418
2018-02-05 05:38:00.000,2018-02-05 05:41:00.000,2018-02-05 05:45:00.000,B2.0,0.0,107.17539
2018-02-05 08:09:00.000,2018-02-05 08:22:00.000,2018-02-05 08:27:00.000,B6.1,0.0,107.286516
2018-02-05 10:37:00.000,2018-02-05 10:43:00.000,2018-02-05 10:50:00.000,B3.0,0.0,107.395056
2018-02-05 11:27:00.000,2018-02-05 11:38:00.000,2018-02-05 11:44:00.000,B2.0,0.0,107.431644
