Start Time,Peak Time,End Time,GOES Class,hpc_x,hpc_y
2014-01-01 06:45:00.000,2014-01-01 06:49:00.000,2014-01-01 06:52:00.000,C2.1,0.0,51.879972
2014-01-01 07:21:00.000,2014-01-01 07:26:00.000,2014-01-01 07:29:00.000,C3.2,699.8682,-168.531318
2014-01-01 15:40:00.000,2014-01-01 15:48:00.000,2014-01-01 16:09:00.000,C6.5,0.0,52.62114
2014-01-01 18:40:00.000,2014-01-01 18:52:00.000,2014-01-01 19:03:00.000,M9.9,694.242,-201.4002
2014-01-02 02:24:00.000,2014-01-02 02:33:00.000,2014-01-02 02:56:00.000,M1.7,-943.728,-72.117
2014-01-02 04:25:00.000,2014-01-02 04:29:00.000,2014-01-02 04:32:00.000,C5.3,0.0,53.6769
2014-01-02 07:43:00.000,2014-01-02 07:49:00.000,2014-01-02 07:51:00.000,C4.9,-943.728,-72.0096
2014-01-02 11:25:00.000,2014-01-02 12:26:00.000,2014-01-02 12:42:00.000,C9.5,0.0,54.25446
2014-01-02 20:30:00.000,2014-01-02 20:38:00.000,2014-01-02 20:55:00.000,C3.4,-904.566,-30.534
2014-01-02 21:41:00.000,2014-01-02 21:46:00.000,2014-01-02 21:50:00.000,C3.1,-925.314,-68.0802
2014-01-02 22:12:00.000,2014-01-02 22:18:00.000,2014-01-02 22:22:00.000,M1.2,-925.314,-68.067
2014-01-02 23:37:00.000,2014-01-02 23:43:00.000,2014-01-02 23:51:00.000,C2.5,0.0,55.25754
2014-01-03 02:48:00.000,2014-01-03 02:52:00.000,2014-01-03 02:55:00.000,C2.4,0.0,55.51854
2014-01-03 03:56:00.000,2014-01-03 04:01:00.000,2014-01-03 04:07:00.000,C4.6,-841.932,-74.4276
2014-01-03 06:29:00.000,2014-01-03 07:00:00.000,2014-01-03 07:18:00.000,C3.0,-866.028,-76.854
2014-01-03 08:12:00.000,2014-01-03 08:18:00.000,2014-01-03 08:30:00.000,C3.6,-816.882,-54.77958
2014-01-03 10:07:00.000,2014-01-03 10:15:00.000,2014-01-03 10:19:00.000,C3.3,-807.552,-53.88582
2014-01-03 10:37:00.000,2014-01-03 10:42:00.000,2014-01-03 10:45:00.000,C5.9,-797.976,-53.06352
2014-01-03 11:40:00.000,2014-01-03 11:44:00.000,2014-01-03 11:49:00.000,C1.9,0.0,56.24382
2014-01-03 12:41:00.000,2014-01-03 12:50:00.000,2014-01-03 12:54:00.000,M1.0,0.0,56.3268
2014-01-03 15:05:00.000,2014-01-03 15:35:00.000,2014-01-03 16:05:00.000,C6.9,0.0,56.52264
2014-01-03 18:30:00.000,2014-01-03 18:35:00.000,2014-01-03 18:40:00.000,C4.0,630.282,-144.3978
2014-01-03 21:09:00.000,2014-01-03 21:14:00.000,2014-01-03 21:19:00.000,M1.1,-806.196,-70.3932
2014-01-04 02:37:00.000,2014-01-04 02:43:00.000,2014-01-04 02:51:00.000,C3.6,0.0,57.4611
2014-01-04 06:22:00.000,2014-01-04 06:40:00.000,2014-01-04 07:10:00.000,C5.6,-767.796,-49.7319
2014-01-04 09:48:00.000,2014-01-04 09:51:00.000,2014-01-04 10:03:00.000,C2.9,-734.25348,-64.266252
2014-01-04 09:48:00.000,2014-01-04 09:51:00.000,2014-01-04 10:03:00.000,C2.9,-734.256,-64.266
2014-01-04 10:16:00.000,2014-01-04 10:25:00.000,2014-01-04 10:41:00.000,M1.3,-724.2633,-46.4604234
2014-01-04 10:16:00.000,2014-01-04 10:25:00.000,2014-01-04 10:41:00.000,M1.3,-724.266,-46.46046
2014-01-04 15:33:00.000,2014-01-04 15:41:00.000,2014-01-04 15:47:00.000,C9.4,0.0,58.50834
2014-01-04 18:47:00.000,2014-01-04 19:46:00.000,2014-01-04 20:23:00.000,M4.0,0.0,58.76928
2014-01-04 19:05:00.000,2014-01-04 19:46:00.000,2014-01-04 20:23:00.000,M4.0,0.0,58.79352
2014-01-04 22:12:00.000,2014-01-04 22:52:00.000,2014-01-04 23:22:00.000,M1.9,0.0,59.04468
2014-01-05 02:24:00.000,2014-01-05 02:28:00.000,2014-01-05 02:30:00.000,C4.5,-668.286,-212.2728
2014-01-05 15:11:00.000,2014-01-05 15:18:00.000,2014-01-05 15:31:00.000,C6.6,0.0,60.408
2014-01-05 18:13:00.000,2014-01-05 18:17:00.000,2014-01-05 18:27:00.000,C3.4,0.0,60.6504
2014-01-06 00:08:00.000,2014-01-06 00:19:00.000,2014-01-06 00:25:00.000,C7.1,-442.1736,-48.03486
2014-01-06 09:28:00.000,2014-01-06 09:34:00.000,2014-01-06 09:42:00.000,C2.6,0.0,61.8642
2014-01-06 16:06:00.000,2014-01-06 16:12:00.000,2014-01-06 16:17:00.000,C2.0,-314.9898,-94.6788
2014-01-07 02:29:00.000,2014-01-07 02:34:00.000,2014-01-07 02:39:00.000,C2.6,-293.703,-178.1652
2014-01-07 03:49:00.000,2014-01-07 03:53:00.000,2014-01-07 03:56:00.000,M1.0,-135.333,181.3704
2014-01-07 04:08:00.000,2014-01-07 04:11:00.000,2014-01-07 04:16:00.000,C2.7,-217.0338,-108.9954
2014-01-07 04:40:00.000,2014-01-07 04:53:00.000,2014-01-07 05:20:00.000,C2.4,-217.6704,-91.9488
2014-01-07 06:59:00.000,2014-01-07 07:05:00.000,2014-01-07 07:10:00.000,C3.4,0.0,63.5634
2014-01-07 08:04:00.000,2014-01-07 08:09:00.000,2014-01-07 08:18:00.000,C2.3,-246.009,-176.847
2014-01-07 10:07:00.000,2014-01-07 10:13:00.000,2014-01-07 10:37:00.000,M7.2,-182.142,-158.8902
2014-01-07 11:45:00.000,2014-01-07 11:53:00.000,2014-01-07 11:59:00.000,C2.6,-182.85,-141.873
2014-01-07 18:04:00.000,2014-01-07 18:32:00.000,2014-01-07 18:58:00.000,X1.2,0.0,64.4322
2014-01-07 22:16:00.000,2014-01-07 22:33:00.000,2014-01-07 22:39:00.000,C7.4,945.372,225.5478
2014-01-07 23:36:00.000,2014-01-07 23:43:00.000,2014-01-07 23:48:00.000,C1.6,945.372,225.5562
2014-01-08 03:04:00.000,2014-01-08 03:11:00.000,2014-01-08 03:20:00.000,C3.1,-16.83996,-105.6294
2014-01-08 03:39:00.000,2014-01-08 03:47:00.000,2014-01-08 03:54:00.000,M3.6,946.11,195.7542
2014-01-08 07:27:00.000,2014-01-08 07:34:00.000,2014-01-08 07:42:00.000,C2.4,0.0,65.475
2014-01-08 10:25:00.000,2014-01-08 10:29:00.000,2014-01-08 10:36:00.000,C1.9,67.3074,-105.2058
2014-01-08 11:56:00.000,2014-01-08 12:04:00.000,2014-01-08 12:17:00.000,C6.1,0.0,65.823
2014-01-08 12:55:00.000,2014-01-08 12:59:00.000,2014-01-08 13:02:00.000,C2.4,0.0,65.8992
2014-01-08 16:48:00.000,2014-01-08 16:54:00.000,2014-01-08 17:04:00.000,C3.4,185.5458,-54.6309
2014-01-09 02:13:00.000,2014-01-09 02:16:00.000,2014-01-09 02:18:00.000,C1.4,281.1012,249.2544
2014-01-09 18:56:00.000,2014-01-09 18:59:00.000,2014-01-09 19:02:00.000,C1.1,0.0,68.208
2014-01-10 06:23:00.000,2014-01-10 06:33:00.000,2014-01-10 06:43:00.000,C1.1,0.0,69.0798
2014-01-10 07:06:00.000,2014-01-10 07:27:00.000,2014-01-10 08:26:00.000,C1.4,0.0,69.1344
2014-01-10 18:46:00.000,2014-01-10 18:49:00.000,2014-01-10 18:51:00.000,C1.4,648.354,187.2888
2014-01-11 07:41:00.000,2014-01-11 07:49:00.000,2014-01-11 07:55:00.000,C1.1,0.0,70.9872
2014-01-11 08:31:00.000,2014-01-11 08:35:00.000,2014-01-11 08:37:00.000,C4.4,646.71,-100.5882
2014-01-11 10:18:00.000,2014-01-11 10:24:00.000,2014-01-11 10:31:00.000,C2.1,0.0,71.1834
2014-01-11 13:00:00.000,2014-01-11 13:10:00.000,2014-01-11 13:22:00.000,C6.5,0.0,71.385
2014-01-11 18:29:00.000,2014-01-11 18:38:00.000,2014-01-11 18:42:00.000,C1.0,0.0,71.7936
2014-01-11 18:49:00.000,2014-01-11 19:01:00.000,2014-01-11 19:27:00.000,C1.6,0.0,71.8188
2014-01-11 20:06:00.000,2014-01-11 20:09:00.000,2014-01-11 20:12:00.000,C1.3,0.0,71.9142
2014-01-11 20:43:00.000,2014-01-11 20:46:00.000,2014-01-11 20:55:00.000,C1.7,0.0,71.9598
2014-01-11 22:00:00.000,2014-01-11 22:03:00.000,2014-01-11 22:05:00.000,C1.2,0.0,72.0552
2014-01-11 23:57:00.000,2014-01-12 00:05:00.000,2014-01-12 00:09:00.000,C6.0,0.0,72.2004
2014-01-12 01:58:00.000,2014-01-12 02:06:00.000,2014-01-12 02:18:00.000,C3.9,773.364,-92.6856
2014-01-12 21:51:00.000,2014-01-12 22:08:00.000,2014-01-12 22:30:00.000,C1.1,0.0,73.8162
2014-01-13 04:40:00.000,2014-01-13 05:10:00.000,2014-01-13 05:30:00.000,C1.3,0.0,74.3148
2014-01-13 09:09:00.000,2014-01-13 09:20:00.000,2014-01-13 09:27:00.000,C1.1,0.0,74.6418
2014-01-13 15:02:00.000,2014-01-13 15:09:00.000,2014-01-13 15:12:00.000,C1.1,0.0,75.0696
2014-01-13 16:03:00.000,2014-01-13 16:33:00.000,2014-01-13 16:51:00.000,C1.8,113.5266,-230.8626
2014-01-13 21:48:00.000,2014-01-13 21:51:00.000,2014-01-13 21:53:00.000,M1.3,185.5128,-45.40782
2014-01-14 03:23:00.000,2014-01-14 03:27:00.000,2014-01-14 03:29:00.000,C2.6,950.004,-217.4148
2014-01-14 15:57:00.000,2014-01-14 16:04:00.000,2014-01-14 16:06:00.000,C3.2,0.0,76.8648
2014-01-16 05:45:00.000,2014-01-16 05:53:00.000,2014-01-16 06:22:00.000,C1.1,0.0,79.5366
2014-01-16 14:14:00.000,2014-01-16 14:15:00.000,2014-01-16 14:16:00.000,C1.0,0.0,80.1276
2014-01-16 15:14:00.000,2014-01-16 15:41:00.000,2014-01-16 16:14:00.000,C2.8,0.0,80.1966
2014-01-16 21:21:00.000,2014-01-16 21:39:00.000,2014-01-16 21:53:00.000,C6.2,0.0,80.6202
2014-01-17 02:08:00.000,2014-01-17 02:31:00.000,2014-01-17 02:59:00.000,C3.1,0.0,80.9508
2014-01-17 03:50:00.000,2014-01-17 04:16:00.000,2014-01-17 05:11:00.000,C3.2,0.0,81.0678
2014-01-17 08:00:00.000,2014-01-17 08:03:00.000,2014-01-17 08:06:00.000,C1.0,0.0,81.354
2014-01-17 08:24:00.000,2014-01-17 08:32:00.000,2014-01-17 08:39:00.000,C2.2,0.0,81.3816
2014-01-17 09:15:00.000,2014-01-17 09:23:00.000,2014-01-17 09:44:00.000,C6.0,0.0,81.4398
2014-01-17 12:48:00.000,2014-01-17 12:52:00.000,2014-01-17 12:56:00.000,C1.4,0.0,81.6828
2014-01-17 13:55:00.000,2014-01-17 14:03:00.000,2014-01-17 14:10:00.000,C7.2,0.0,81.759
2014-01-17 15:20:00.000,2014-01-17 15:25:00.000,2014-01-17 15:31:00.000,C1.8,0.0,81.8562
2014-01-17 16:03:00.000,2014-01-17 16:08:00.000,2014-01-17 16:11:00.000,C8.9,0.0,81.9048
2014-01-17 19:17:00.000,2014-01-17 20:07:00.000,2014-01-17 20:31:00.000,C7.1,0.0,82.1256
2014-01-17 23:52:00.000,2014-01-17 23:57:00.000,2014-01-18 00:01:00.000,C1.3,0.0,82.437
2014-01-18 03:21:00.000,2014-01-18 03:27:00.000,2014-01-18 03:33:00.000,C2.3,0.0,82.6734
2014-01-18 05:36:00.000,2014-01-18 05:43:00.000,2014-01-18 05:48:00.000,C1.5,0.0,82.8258
2014-01-18 08:01:00.000,2014-01-18 08:06:00.000,2014-01-18 08:09:00.000,C1.1,-546.8538,-153.1404
2014-01-18 10:34:00.000,2014-01-18 10:40:00.000,2014-01-18 10:43:00.000,C4.8,0.0,83.1606
2014-01-18 11:57:00.000,2014-01-18 12:04:00.000,2014-01-18 12:09:00.000,C6.0,0.0,83.2542
2014-01-18 16:02:00.000,2014-01-18 16:05:00.000,2014-01-18 16:08:00.000,C1.2,0.0,83.5284
2014-01-18 19:32:00.000,2014-01-18 19:42:00.000,2014-01-18 19:59:00.000,C2.3,-893.328,-351.9882
2014-01-19 05:24:00.000,2014-01-19 05:48:00.000,2014-01-19 06:02:00.000,C1.4,0.0,84.4218
2014-01-19 06:49:00.000,2014-01-19 06:58:00.000,2014-01-19 07:13:00.000,C2.7,-854.538,-356.0112
2014-01-19 10:29:00.000,2014-01-19 10:32:00.000,2014-01-19 10:36:00.000,B7.5,0.0,84.759
2014-01-20 02:08:00.000,2014-01-20 02:20:00.000,2014-01-20 02:38:00.000,C3.4,-807.978,-345.5922
2014-01-20 04:57:00.000,2014-01-20 05:03:00.000,2014-01-20 05:11:00.000,C1.4,0.0,85.974
2014-01-20 06:21:00.000,2014-01-20 06:31:00.000,2014-01-20 06:48:00.000,C2.8,-786.39,-341.8656
2014-01-20 17:33:00.000,2014-01-20 18:00:00.000,2014-01-20 18:15:00.000,C1.3,0.0,86.7936
2014-01-20 21:39:00.000,2014-01-20 22:49:00.000,2014-01-20 23:57:00.000,C3.6,-892.026,-84.8478
2014-01-21 13:29:00.000,2014-01-21 13:32:00.000,2014-01-21 13:34:00.000,B9.1,0.0,88.0746
2014-01-21 14:20:00.000,2014-01-21 14:23:00.000,2014-01-21 14:26:00.000,B9.2,0.0,88.1286
2014-01-21 16:56:00.000,2014-01-21 17:18:00.000,2014-01-21 17:52:00.000,C2.9,0.0,88.2942
2014-01-21 22:30:00.000,2014-01-21 22:36:00.000,2014-01-21 22:42:00.000,C1.2,-557.7114,-349.1898
2014-01-22 10:12:00.000,2014-01-22 10:16:00.000,2014-01-22 10:24:00.000,B8.2,164.9292,-150.4176
2014-01-22 17:39:00.000,2014-01-22 17:43:00.000,2014-01-22 17:46:00.000,B8.3,0.0,89.85
2014-01-22 18:57:00.000,2014-01-22 19:05:00.000,2014-01-22 19:17:00.000,C1.3,260.5776,-168.7554
2014-01-23 01:57:00.000,2014-01-23 02:02:00.000,2014-01-23 02:08:00.000,B7.8,0.0,90.3654
2014-01-23 02:45:00.000,2014-01-23 02:54:00.000,2014-01-23 02:59:00.000,B8.4,0.0,90.4152
2014-01-23 02:46:00.000,2014-01-23 02:54:00.000,2014-01-23 02:59:00.000,B8.4,0.0,90.4164
2014-01-24 04:33:00.000,2014-01-24 04:42:00.000,2014-01-24 04:55:00.000,B6.1,0.0,91.9944
2014-01-24 05:16:00.000,2014-01-24 05:19:00.000,2014-01-24 05:22:00.000,B6.0,0.0,92.0376
2014-01-24 09:58:00.000,2014-01-24 10:37:00.000,2014-01-24 10:41:00.000,B9.2,0.0,92.3214
2014-01-24 23:36:00.000,2014-01-24 23:44:00.000,2014-01-24 23:49:00.000,C1.5,0.0,93.138
2014-01-25 02:25:00.000,2014-01-25 02:32:00.000,2014-01-25 02:39:00.000,C1.0,0.0,93.3054
2014-01-25 13:35:00.000,2014-01-25 13:41:00.000,2014-01-25 13:48:00.000,B7.0,0.0,93.9654
