Start Time,Peak Time,End Time,GOES Class,hpc_x,hpc_y
2012-01-01 04:45:00.000,2012-01-01 04:50:00.000,2012-01-01 04:57:00.000,B8.1,0.0,50.74254
2012-01-01 07:24:00.000,2012-01-01 07:34:00.000,2012-01-01 07:44:00.000,C3.2,-491.9376,-390.5586
2012-01-01 13:22:00.000,2012-01-01 13:26:00.000,2012-01-01 13:33:00.000,B8.0,0.0,51.46212
2012-01-01 18:54:00.000,2012-01-01 18:59:00.000,2012-01-01 19:06:00.000,B8.9,0.0,51.92304
2012-01-01 23:28:00.000,2012-01-01 23:36:00.000,2012-01-01 23:46:00.000,C1.3,0.0,52.30278
2012-01-02 02:55:00.000,2012-01-02 03:00:00.000,2012-01-02 03:07:00.000,B7.6,0.0,52.58928
2012-01-02 05:23:00.000,2012-01-02 05:28:00.000,2012-01-02 05:34:00.000,C1.6,-310.5762,-320.3748
2012-01-02 07:05:00.000,2012-01-02 07:24:00.000,2012-01-02 07:32:00.000,C1.5,0.0,52.93476
2012-01-02 07:56:00.000,2012-01-02 08:02:00.000,2012-01-02 08:09:00.000,B8.4,0.0,53.0052
2012-01-02 09:27:00.000,2012-01-02 09:30:00.000,2012-01-02 09:32:00.000,B6.1,-309.8346,-415.2594
2012-01-02 11:11:00.000,2012-01-02 11:18:00.000,2012-01-02 11:26:00.000,B8.2,0.0,53.27424
2012-01-02 14:31:00.000,2012-01-02 15:24:00.000,2012-01-02 16:04:00.000,C2.4,0.0,53.54988
2012-01-03 03:31:00.000,2012-01-03 03:34:00.000,2012-01-03 03:38:00.000,B6.7,0.0,54.62166
2012-01-03 04:14:00.000,2012-01-03 04:19:00.000,2012-01-03 04:27:00.000,B8.0,0.0,54.68064
2012-01-03 20:50:00.000,2012-01-03 20:53:00.000,2012-01-03 20:55:00.000,B7.7,-30.72588,-378.381
2012-01-04 02:19:00.000,2012-01-04 02:22:00.000,2012-01-04 02:26:00.000,B6.4,0.0,56.4888
2012-01-04 08:57:00.000,2012-01-04 09:02:00.000,2012-01-04 09:05:00.000,C1.5,0.0,57.02898
2012-01-04 10:59:00.000,2012-01-04 11:06:00.000,2012-01-04 11:14:00.000,C1.3,0.0,57.19428
2012-01-05 07:01:00.000,2012-01-05 07:22:00.000,2012-01-05 07:43:00.000,C1.9,0.0,58.81554
2012-01-05 11:51:00.000,2012-01-05 12:38:00.000,2012-01-05 13:00:00.000,C2.1,0.0,59.20476
2012-01-06 06:04:00.000,2012-01-06 06:08:00.000,2012-01-06 06:11:00.000,C1.4,607.08,-274.776
2012-01-06 11:14:00.000,2012-01-06 11:25:00.000,2012-01-06 11:35:00.000,C2.2,0.0,61.0764
2012-01-06 17:03:00.000,2012-01-06 17:06:00.000,2012-01-06 17:09:00.000,B6.8,0.0,61.539
2012-01-06 17:16:00.000,2012-01-06 17:19:00.000,2012-01-06 17:22:00.000,C1.4,948.588,194.2074
2012-01-06 23:54:00.000,2012-01-07 00:09:00.000,2012-01-07 00:23:00.000,C2.6,470.664,399.7152
2012-01-07 02:20:00.000,2012-01-07 02:30:00.000,2012-01-07 02:38:00.000,C1.1,0.0,62.2752
2012-01-07 04:39:00.000,2012-01-07 04:53:00.000,2012-01-07 05:07:00.000,C1.6,0.0,62.4582
2012-01-07 10:39:00.000,2012-01-07 10:42:00.000,2012-01-07 10:47:00.000,B9.9,0.0,62.9322
2012-01-08 02:09:00.000,2012-01-08 02:27:00.000,2012-01-08 02:46:00.000,C4.9,0.0,64.1496
2012-01-08 03:21:00.000,2012-01-08 03:25:00.000,2012-01-08 03:29:00.000,C2.9,496.0746,337.6386
2012-01-08 04:33:00.000,2012-01-08 04:38:00.000,2012-01-08 04:49:00.000,C1.2,0.0,64.3374
2012-01-08 06:08:00.000,2012-01-08 06:13:00.000,2012-01-08 06:16:00.000,C1.9,512.487,321.1488
2012-01-08 13:13:00.000,2012-01-08 13:19:00.000,2012-01-08 13:25:00.000,C1.8,0.0,65.0136
2012-01-08 14:56:00.000,2012-01-08 15:00:00.000,2012-01-08 15:02:00.000,C1.3,0.0,65.1468
2012-01-08 17:20:00.000,2012-01-08 17:26:00.000,2012-01-08 17:33:00.000,C1.4,0.0,65.334
2012-01-08 19:14:00.000,2012-01-08 19:18:00.000,2012-01-08 19:26:00.000,B9.2,0.0,65.4816
2012-01-08 20:17:00.000,2012-01-08 20:22:00.000,2012-01-08 20:38:00.000,B7.6,0.0,65.5626
2012-01-09 10:31:00.000,2012-01-09 10:42:00.000,2012-01-09 10:47:00.000,C1.1,0.0,66.6636
2012-01-09 14:51:00.000,2012-01-09 14:56:00.000,2012-01-09 14:58:00.000,C1.4,0.0,66.9972
2012-01-09 17:15:00.000,2012-01-09 17:18:00.000,2012-01-09 17:21:00.000,C1.3,0.0,67.182
2012-01-09 20:01:00.000,2012-01-09 20:13:00.000,2012-01-09 20:28:00.000,C2.6,0.0,67.3944
2012-01-10 01:49:00.000,2012-01-10 01:53:00.000,2012-01-10 01:56:00.000,C1.0,795.492,271.6926
